,Interpolation RMSE,Interpolation MAE,Interpolation Spatial corr,Interpolation Std ratio,U-Net T+Elev RMSE,U-Net T+Elev MAE,U-Net T+Elev Spatial corr,U-Net T+Elev Std ratio,Transformer T+Elev RMSE,Transformer T+Elev MAE,Transformer T+Elev Spatial corr,Transformer T+Elev Std ratio
2023-07-26,1.5935249,1.2306949,0.7447777268798551,1.430297,0.9465651,0.7248252,0.9089052346861106,1.3027068,0.83815145,0.6477737,0.912947867362875,1.2136043
2023-07-27,1.6654872,1.3015494,0.9399139645315457,1.2013079,1.0852185,0.83981603,0.9672510620265433,1.0978411,1.0634415,0.8385699,0.9650734856837727,1.0631205
2023-07-28,1.7557241,1.3803948,0.8432698116279379,1.2621269,1.2390305,1.0135251,0.9323934289490767,1.1619977,1.1226138,0.90367544,0.9380944137494384,1.1028163
2023-07-29,1.8316581,1.4487257,0.9302279277129263,1.0988381,1.3742934,1.063065,0.9505786241322373,0.9995099,1.3542321,1.0560092,0.9519470636552683,0.9581312
2023-07-30,1.1864672,0.93334484,0.935347138313537,1.2017657,0.907783,0.69163525,0.9636181080213007,1.2046508,0.8990001,0.672267,0.9552123133995116,1.1537309
2023-07-31,1.4631033,1.1849179,0.9201346490472389,1.1284112,0.95267826,0.76472056,0.9637884200202269,1.1227137,0.773436,0.62087256,0.9720896591190504,1.0634705
2023-08-01,1.3441274,1.0701846,0.9097535625620636,1.1628114,1.169423,0.9444993,0.9461608462035488,1.1999811,0.9494839,0.757682,0.9589271769257725,1.1250378
2023-08-02,1.3451512,1.0600374,0.8550507338660804,1.1757926,1.0796268,0.8898988,0.9308352828520221,1.2271191,0.8462897,0.6784743,0.9436811405622402,1.1079384
2023-08-03,1.2504095,0.95379645,0.8421367718664423,1.0064007,1.1024811,0.87215686,0.905961541607944,0.97910637,1.0064856,0.7923476,0.9185730938162361,0.8759587
2023-08-04,1.529469,1.246006,0.8994016517347871,0.99213237,1.3130751,1.1084508,0.9264770306851476,0.9776911,1.3933656,1.1599265,0.9120534883160987,0.8788443
2023-08-05,1.3731956,1.0695202,0.8978469954033287,1.1376946,0.8638454,0.71625084,0.9584834909242431,1.0808758,0.7910477,0.63575643,0.9579960792886597,1.0144867
2023-08-06,1.6996905,1.2731639,0.8432646743047224,1.3013159,1.0962838,0.8639733,0.9368084729483663,1.1885096,0.9066168,0.7143619,0.946119107289706,1.1010754
2023-08-07,1.3120776,1.0100609,0.9434619642070357,1.0773376,1.0287201,0.82843995,0.9647982447300922,1.0443019,0.95490766,0.74739367,0.9665050825662929,0.98241746
2023-08-08,1.2945565,0.99078256,0.9393381965924568,1.0007519,1.3559614,1.0646611,0.9615272423042839,0.9892149,1.4336879,1.128224,0.9497124066914249,0.9243
2023-08-09,1.1566443,0.87567705,0.929715474158986,1.0665325,0.8077672,0.6409725,0.9721440355017731,1.0790007,0.7510319,0.59088784,0.9700186189996889,0.9829417
2023-08-10,1.6466461,1.2862576,0.6877371818749745,0.87638396,1.3431374,1.11358,0.8166354370663381,0.89554656,1.3154925,1.0701038,0.8126309540295509,0.86690235
2023-08-11,1.2739837,0.97595406,0.9290140321703106,1.0604684,0.9100729,0.72557044,0.9654700271885387,1.0544198,0.7874632,0.6140693,0.9713590411639207,1.0025615
2023-08-12,1.521191,1.1861115,0.9106094708742687,1.1262246,0.86929804,0.7020627,0.9639588656689202,1.0628912,0.7800894,0.6191287,0.9680784433616553,0.99042755
2023-08-13,1.5007994,1.1499279,0.9264020011126677,1.0788552,0.93222874,0.73949367,0.9652522557537602,1.025919,0.8879799,0.6956564,0.9671388259413847,0.96918386
2023-08-14,1.3404053,1.0071046,0.9224526654994404,1.004263,0.9039737,0.71292865,0.9646029527351931,0.98597103,0.8292533,0.6450177,0.9697972151371542,0.94894075
2023-08-15,1.6128482,1.3051125,0.9298011097946646,0.90377873,1.3987875,1.1548737,0.953449797602583,0.87279797,1.5710268,1.2796565,0.9437865791928711,0.82193977
2023-08-16,1.3886876,1.1273081,0.9095044375575374,1.0550596,0.9646839,0.76242954,0.948907930707916,1.0465968,0.90115273,0.6833421,0.951147929550904,0.97940034
2023-08-17,1.2070048,0.9223612,0.9474137290028979,1.0807651,0.8941844,0.72252244,0.9741448590815692,1.0414056,0.8251512,0.64494395,0.9761480052629247,0.9572617
2023-08-18,1.2064116,0.92402446,0.9427215683825835,1.0143838,0.97017473,0.79796183,0.9678681802330481,1.0020839,1.0485709,0.8639696,0.9618922106802301,0.9557437
2023-08-19,1.3201768,1.0618464,0.9443504250182017,1.1519119,1.1282215,0.9321116,0.9592873578539521,1.1670114,0.9470036,0.7690843,0.965177994280116,1.0995373
2023-08-20,1.4845053,1.2015557,0.886967368895166,1.2090616,0.9266168,0.73861116,0.948984110180785,1.1305785,0.86358017,0.68225104,0.946683601818112,1.0585904
2023-08-21,1.6124419,1.2852628,0.929925457290083,1.1381303,1.047805,0.84254843,0.963921538568942,1.0451164,1.0283273,0.81246406,0.9631305997460846,1.0171679
2023-08-22,1.262292,1.0029819,0.9085544201399391,1.1463817,1.067947,0.875784,0.9469382224237101,1.1552789,0.91294384,0.74136704,0.9522577269968445,1.0731431
2023-08-23,1.2877495,1.0070552,0.8788778168117188,0.9889523,1.0655744,0.792515,0.9176530884207643,0.98354775,0.9443835,0.709133,0.9349040308907347,0.92979383
2023-08-24,1.7477658,1.329976,0.8907941600418581,1.1411808,1.3226211,1.0092555,0.9380351798835812,1.0969917,1.2539617,1.0080069,0.9345270232222723,0.99878836
2023-08-25,1.2177997,0.93392706,0.9755367277235658,1.0156275,1.1039591,0.8857479,0.9850811271433265,0.9739459,1.1430335,0.91876465,0.9845531708286996,0.9259904
2023-08-26,1.4871725,1.1565025,0.9210051812718052,1.0712695,0.9274988,0.75616014,0.9729561464164742,1.0155414,0.8409422,0.6693286,0.9764487079313603,0.96372
2023-08-27,1.3393563,1.0653046,0.9233445307976215,1.0090394,0.9440479,0.76067674,0.9589839140905458,1.01172,0.88699275,0.7122395,0.9622352290112194,0.95934707
2023-08-28,1.4673184,1.1821337,0.706964523235257,1.0663177,1.2604077,1.0444317,0.779832363159312,1.0494618,1.0657395,0.87266535,0.8213398599951062,0.96414554
2023-08-29,1.3594017,1.091377,0.7459888154450599,1.0633262,1.0003618,0.8057353,0.8926732851746273,1.0808085,0.89796174,0.7267745,0.8949604137380729,1.0000651
2023-08-30,1.3083868,1.0567074,0.9447246994596366,1.1114185,0.9933582,0.7884269,0.971307094933432,1.1031183,0.9395401,0.7290926,0.9701433985484643,1.0390508
2023-08-31,1.0333544,0.80838764,0.9498690013750165,1.1371356,1.1375074,0.86807364,0.9649888056330389,1.1827501,0.97632706,0.73752296,0.9692854197211686,1.0959433
2024-06-01,1.6072981,1.2598357,0.8263024677587192,1.145692,0.8025479,0.63723654,0.9350351448391208,1.0736485,0.7962212,0.63968873,0.9407118108799322,0.9661902
2024-06-02,1.8279332,1.3780674,0.8353952014280487,1.0451401,0.98954064,0.7992248,0.9399350546215806,0.95552784,1.0144448,0.81163114,0.9408456718808785,0.8961905
2024-06-03,1.8089671,1.4234452,0.7816055260147619,1.1478931,1.004998,0.80277914,0.8983575091495457,0.93760765,1.0811652,0.88698137,0.894300823174064,0.8984307
2024-06-04,1.7476889,1.3792088,0.8568391600079113,1.1838349,1.0615333,0.8605115,0.9152032707461494,0.95266086,1.1013387,0.89962196,0.9210846779131809,0.8947712
2024-06-05,1.6840668,1.2279004,0.7033349620869054,0.9997474,1.1943498,0.9226536,0.8177751510047874,0.7952841,1.19393,0.9047845,0.8213823114732278,0.7656122
2024-06-06,1.574366,1.2191541,0.8430626160554314,1.037052,1.1236281,0.89473987,0.9029810259921149,0.9538467,1.102981,0.87344265,0.9043127487313413,0.90815616
2024-06-07,1.9310524,1.5084382,0.9366242074738349,1.0185277,1.2712837,0.9718015,0.9641740050133363,0.98882496,1.3578438,1.06413,0.9575809245802294,0.93828565
2024-06-08,1.5281806,1.1784761,0.9438209436726219,1.009195,1.0078009,0.74847823,0.9679558356201019,1.0168293,0.94029653,0.71359354,0.9709531353879354,0.96611124
2024-06-09,1.5114152,1.2593997,0.9659919457038608,0.9563553,0.9359814,0.7555966,0.9823656101860462,0.9627046,0.9235921,0.7152707,0.9822940014750403,0.9262031
2024-06-10,1.4471314,1.1632298,0.9645677312945047,0.938488,1.0943528,0.9046533,0.9743551297258887,0.9103273,1.0346907,0.860116,0.9776256777846754,0.90018517
2024-06-11,1.4453737,1.1438165,0.9361135181560298,0.9151161,1.1510762,0.95522165,0.946912491636968,0.8880748,1.0660855,0.8784953,0.9515215640180004,0.90107656
2024-06-12,1.5291718,1.1977382,0.8901697858922676,0.9741434,1.0877014,0.8475833,0.9282651165393874,0.9938233,1.0354632,0.8127,0.9344322321133633,0.93716484
2024-06-13,1.547034,1.1744604,0.8471336027683138,1.1518945,0.766731,0.5963581,0.9476740428763707,0.9977486,0.7460645,0.5822601,0.9528448140436254,0.95263684
2024-06-14,1.7829089,1.3984973,0.8673953900581186,1.0296808,1.0898703,0.8661556,0.9329223046138135,0.9539114,1.0211805,0.80787957,0.9437347229636939,0.95318663
2024-06-15,1.3880779,1.1066153,0.9496956124153826,1.0268595,0.9127283,0.7227418,0.9723048254405304,1.0328447,0.7978615,0.634009,0.9778069137026074,0.9774906
2024-06-16,1.5279218,1.2124918,0.9053267828238093,1.090653,0.88892955,0.71735716,0.9553442559501862,1.0532341,0.8706777,0.68621796,0.9557449458478723,0.99008507
2024-06-17,1.6204773,1.3004124,0.9307799565130138,1.0898281,1.232807,0.9915722,0.9497247921922031,0.9730302,1.2253985,0.9438421,0.9508483345927312,0.89658386
2024-06-18,1.7554302,1.2358197,0.7177426863575327,1.4196476,1.3405597,1.1190026,0.7715095448726705,0.8462569,1.2464069,1.0211304,0.7997225569141297,0.87312514
2024-06-19,1.8046604,1.2551734,0.7173488880410865,1.3879038,1.3067157,1.0925533,0.8279522762681749,0.8194918,1.2398485,1.0017685,0.8414077807586955,0.8507369
2024-06-20,1.8049674,1.3034993,0.7111188020980094,1.2826426,1.42743,1.1837025,0.8100010670388473,0.8342878,1.4058504,1.1613954,0.8148513141863524,0.8617238
2024-06-21,1.5926117,1.2066729,0.9507724715442332,1.0492586,1.2682539,1.0225635,0.9654160289512845,0.9124749,1.2801559,1.0325656,0.9666935369067392,0.88388216
2024-06-22,1.6682181,1.2785203,0.9712228022825669,0.9620396,1.5908452,1.3082681,0.9759591533306915,0.8711297,1.5826328,1.3196653,0.9783742530211428,0.85388786
2024-06-23,1.4361469,1.1011413,0.9624915603342528,1.0053316,1.1392483,0.8700359,0.9759362717585006,0.9334949,1.105783,0.8481455,0.9806006569652648,0.8913451
2024-06-24,1.3392822,1.0171101,0.9507734713868514,0.8906835,1.1207995,0.8816174,0.9672961189725082,0.8749491,1.1392791,0.90610945,0.9693552451954262,0.8461574
2024-06-25,1.4973301,1.0777694,0.8218932055035502,0.9901141,0.78641164,0.6139663,0.9487579543300388,0.9108344,0.7904949,0.6140752,0.9485211087406636,0.9197009
2024-06-26,1.7462772,1.3601038,0.9080619013956954,1.0693736,1.1454587,0.92850566,0.9548281052405416,0.9501223,1.0805951,0.8642584,0.9596616119494786,0.968465
2024-06-27,1.4646158,1.178139,0.9627410119876753,1.0149229,1.0172786,0.806869,0.9746055568394342,0.9894392,1.0472214,0.8437617,0.972010744122137,0.96262753
2024-06-28,1.3110455,1.0362179,0.9261508893322669,1.0626059,0.95314,0.73454916,0.948230015852117,1.0911435,0.9262551,0.7068925,0.9449281078480734,1.0118443
2024-06-29,1.9128137,1.5090497,0.945930211845036,1.0779235,1.3932544,1.0574297,0.9584204302557534,1.0420909,1.362761,1.070996,0.9597990235977807,1.0009586
2024-06-30,1.6745998,1.324838,0.9083145693169603,0.9944389,1.1837142,0.97428477,0.9473285126154962,0.86526954,1.202179,0.98422223,0.9500955391868257,0.8552018
2024-07-01,1.2509428,0.91864735,0.8265864867278614,0.93915766,0.8415671,0.6565734,0.9140389325320033,0.9905316,0.767812,0.59151274,0.9259814896712804,0.9646754
2024-07-02,1.4301918,1.0820452,0.6997266924484093,1.0036312,0.7219994,0.5612033,0.899682283929576,0.9609749,0.74835145,0.58078104,0.9008838702062552,0.9382721
2024-07-03,1.3199024,0.94412905,0.7819174213781515,1.0960885,0.7339762,0.5704648,0.9132899695532959,0.97398686,0.79236215,0.60653925,0.8976567600364408,0.90760344
2024-07-04,1.5938853,1.2311113,0.8755657655876584,0.9794983,1.2183268,0.98069125,0.9168625363086335,0.8729266,1.2316082,0.9915961,0.9196607383915697,0.82651365
2024-07-05,1.629221,1.2746283,0.9071629596670377,1.0598977,1.1760774,0.97231525,0.9466761127559867,0.91276175,1.1592052,0.95286894,0.9500057657371949,0.9043204
2024-07-06,1.6059068,1.2505199,0.9372858876187853,1.0270938,1.3389449,1.1032174,0.9514444626114837,0.92201924,1.2996726,1.0627748,0.9534021743734589,0.9067168
2024-07-07,1.7233437,1.3263664,0.8554150705491298,1.0636103,1.1568322,0.95687675,0.9375924892516957,0.92946506,1.1218274,0.93135315,0.9434239345300209,0.96480566
2024-07-08,1.8060545,1.3561903,0.7935382266611647,1.1180212,1.2438048,1.054485,0.9256887726914244,0.919146,1.1852627,1.004261,0.9356104874154652,0.94402784
2024-07-09,1.698219,1.2762142,0.8582341914109559,1.1204473,1.2731972,1.0442367,0.92746516757984,0.9185135,1.1920571,0.9819707,0.9418498643339157,0.9350742
2024-07-10,1.6833369,1.2806251,0.8717597321710058,1.0336031,1.5885994,1.3325208,0.8744462485812405,0.8327963,1.551952,1.2705061,0.883066656882403,0.861234
2024-07-11,1.4126837,1.1177746,0.945936929511473,1.0532218,1.100373,0.8874197,0.9531202247318097,0.9533071,1.1317595,0.88698614,0.9516295768029146,0.9322125
2024-07-12,1.5552089,1.176953,0.7269755987948269,0.9710699,1.1828434,0.95816594,0.7906512300194249,0.77590245,1.2878165,1.042471,0.7612039023045162,0.74844563
2024-07-13,1.5275029,1.1762319,0.8254213061483673,1.0864791,1.1008449,0.8887086,0.8953035382092023,0.85666406,1.1162863,0.89750576,0.8904451646332184,0.8660275
2024-07-14,1.7956064,1.4048344,0.8354291014412595,1.0335331,1.4241989,1.1859221,0.9185536578538164,0.9213436,1.3886832,1.1398352,0.9215171227526241,0.91195554
2024-07-15,1.5999227,1.1866239,0.8683352867654052,1.0672672,1.2660738,1.051741,0.9433863290314952,0.9337428,1.1140584,0.91166186,0.9535048354153329,0.9598949
2024-07-16,1.7980273,1.4129773,0.9034556466878904,1.183246,1.1812321,0.981651,0.960195663267921,0.99026895,1.1510161,0.940273,0.9594513119758409,1.0379319
2024-07-17,1.5539818,1.1547798,0.9118535345972876,1.0343263,1.0882828,0.9054743,0.9531497505267059,0.9033105,1.091674,0.908553,0.9500008352003207,0.93228716
2024-07-18,1.4430746,1.1402693,0.8876550836227763,0.9703628,0.78981775,0.634029,0.959095719197482,0.9253817,0.83231634,0.6646898,0.9581883490204097,0.9225227
2024-07-19,1.4981313,1.2442566,0.8833572222538564,0.98881805,0.8766706,0.69758844,0.9446813334875594,0.9602896,0.9033394,0.7254051,0.9506866767137641,0.9530122
2024-07-20,1.4584755,1.1111646,0.6723743697016462,0.96623427,0.87863696,0.6804645,0.8454472277989482,0.91578114,0.89694124,0.676436,0.8501590639516777,0.904554
2024-07-21,1.4161029,1.1074609,0.9259394564417049,0.9598167,0.8597765,0.6776044,0.9694895203100756,0.9091549,0.8686277,0.6607133,0.9701066116374544,0.89096874
2024-07-22,1.5234091,1.2136922,0.6770584500950838,0.996936,0.80490494,0.6379795,0.8806588078140734,0.92109007,0.88715047,0.69916564,0.8643667697632051,0.88781667
2024-07-23,1.4424721,1.1670623,0.938456988152805,1.003854,0.9469221,0.74515426,0.9613285694466973,0.9944576,1.001733,0.78831565,0.9556478650852765,0.9332277
2024-07-24,1.2848792,1.0357642,0.9270837451812819,0.928362,0.89267147,0.7116627,0.9557389274625095,0.9201349,1.0135823,0.8163265,0.9485596609799459,0.8346472
2024-07-25,1.281138,1.0069801,0.908333748654606,0.9737891,0.7933668,0.61866754,0.9592859442928314,0.9308283,0.8695666,0.6679676,0.9524944675924077,0.877329
2024-07-26,1.3317351,1.0132978,0.7668575327147187,0.9585368,0.75820714,0.59658563,0.9119857153894497,0.94734,0.7530242,0.5956643,0.9124949034487113,0.9387325
2024-07-27,1.4822868,1.1402588,0.7117334976319226,0.9893134,0.77703714,0.61061144,0.9064707504348067,0.9405736,0.81394655,0.63259256,0.9021729170494386,0.92403096
2024-07-28,1.582473,1.2011331,0.7367128347186571,1.0401996,0.9385527,0.73329216,0.8985114632867376,0.88973624,1.0447571,0.7956245,0.8720388920193907,0.8691952
2024-07-29,1.43309,1.1439242,0.9421413866538251,0.98977226,1.3259699,1.0769986,0.9408096431308646,0.8735511,1.4165322,1.142029,0.9323568041479783,0.83305633
2024-07-30,1.3960176,1.0733972,0.7977214755929283,1.1067291,0.81250316,0.64261705,0.913089267405054,0.9429691,0.8633415,0.68347925,0.9021697759781828,0.8866388
2024-07-31,1.2936448,0.97906625,0.9198095895079356,1.0890868,0.8450703,0.68157464,0.9556779786012483,0.97741467,0.8538154,0.684586,0.9541801825584828,0.9621021
2024-08-01,1.4964612,1.0900037,0.8503524780572879,0.99741685,1.0908868,0.8830635,0.9365655171962995,0.9437337,1.0581061,0.8326044,0.9394988861029592,0.9243644
2024-08-02,1.5604143,1.1282033,0.8896425093439576,0.92057747,1.232596,1.002325,0.9397150689752441,0.81500417,1.1938478,0.95212203,0.9383225235308172,0.84487957
2024-08-03,1.5295341,1.14196,0.8698447959797033,1.0596821,1.0333848,0.82396543,0.9269841893837738,0.94755846,1.1101952,0.8779811,0.9140530617076291,0.95833033
2024-08-04,1.3852457,1.074793,0.7469564206075864,1.042114,1.0055574,0.80325603,0.8358602197374012,1.015375,1.0126648,0.8214652,0.8266185807710493,0.9499871
2024-08-05,1.3196278,0.96815926,0.9355781146836069,0.9452313,1.0429182,0.827107,0.9633009405465814,0.86309445,1.0319929,0.8253643,0.9631673556314492,0.8733405
2024-08-06,1.371871,1.0232292,0.9659267440016299,0.89974,1.6200529,1.2577162,0.962153835688825,0.8404136,1.71703,1.3607954,0.9576172310377523,0.82643336
2024-08-07,1.4510348,1.1217848,0.9056178238077986,0.9601177,1.322391,0.99397004,0.928937361409761,0.9198329,1.2507257,0.9261036,0.9398937705244731,0.86502624
2024-08-08,1.5569447,1.1240723,0.8005632984325958,1.0306075,1.3001341,0.982725,0.83827399266984,1.0645715,1.2268431,0.9173931,0.8425127235637139,0.9847748
2024-08-09,1.3564849,1.0162743,0.9031885031538835,1.1240364,1.2726973,1.0208622,0.9193558154762377,1.1249446,1.0475185,0.8471049,0.9335781205630845,1.0276719
2024-08-10,1.2015432,0.85967666,0.9202219529305117,0.9428475,0.84418434,0.68359506,0.9736003883991982,0.8947625,0.8295006,0.66757226,0.974088020290039,0.883463
2024-08-11,1.1286988,0.8414353,0.917084346387559,0.9864816,0.74621236,0.5842279,0.9613412441646046,1.0002908,0.728647,0.56696165,0.9616263513041994,0.96597236
2024-08-12,1.1725395,0.88834834,0.9343286637898193,0.9847736,0.8031385,0.63433176,0.9661986083681229,1.0179638,0.74647987,0.5798477,0.9700876418442345,0.9782698
2024-08-13,1.1148169,0.83334774,0.8324131621527038,0.8195564,0.80627054,0.635931,0.9349758144369541,0.89044076,0.8004559,0.6191145,0.9290908746095888,0.87023616
2024-08-14,1.2203649,0.9429428,0.8147937676850107,0.92760646,0.71436566,0.5636294,0.9348012936571254,0.96381146,0.73944914,0.5826721,0.926413554870587,0.9101487
2024-08-15,1.3470867,1.0330887,0.8903983757289374,1.0470722,0.952617,0.7207874,0.9378051989168482,1.0412021,0.80370694,0.60783523,0.9520263985525902,0.95618063
2024-08-16,1.3052572,0.9630766,0.8659092941537087,0.9585712,0.92704654,0.7101599,0.9400314872296706,0.91714585,0.9494003,0.70719695,0.937449368549972,0.8691586
2024-08-17,1.4116989,1.1323178,0.8794397707806664,0.851086,1.2805638,0.9906835,0.9005777870219485,0.839977,1.3168894,1.0463753,0.8999190671402391,0.76307744
2024-08-18,1.3012047,1.0364645,0.9401701393328862,0.90591574,1.0977222,0.8562187,0.9629561330076628,0.910876,1.2204785,0.9660399,0.957558980287392,0.83296835
2024-08-19,1.5398704,1.2219374,0.9209795960370152,0.82356423,1.3677181,0.9880285,0.9429866138134412,0.82265645,1.4879708,1.0746107,0.9321317901713567,0.7937161
2024-08-20,1.0340012,0.7869582,0.935638598837336,0.9273011,0.9986053,0.7876504,0.9524334633728052,0.9152124,1.0630875,0.8259586,0.9542894660664881,0.96224314
2024-08-21,1.1779153,0.9283695,0.9362466075512595,0.94003457,0.9635359,0.7801083,0.9502365398169609,0.91296345,0.9038819,0.71991277,0.956403499757554,0.94276226
2024-08-22,1.2265579,0.964504,0.9121545913721708,0.9405132,0.9255782,0.7256013,0.94064919189359,0.9719873,0.79700804,0.6173008,0.9561058079318094,0.9563349
2024-08-23,1.0921878,0.82025254,0.8661761511527091,0.95009714,0.7448539,0.5840155,0.9474981276567317,1.003042,0.6776837,0.53341156,0.951381473248924,0.9259378
2024-08-24,1.2329651,0.90672785,0.7689955784883605,1.0321305,0.69177127,0.54548603,0.9224688198309571,1.0076486,0.647782,0.50566715,0.9239905296389254,0.95686233
2024-08-25,1.2988513,0.94880044,0.8419506854174778,1.0595812,0.7659884,0.60281914,0.9385714174759986,0.97369176,0.69437695,0.5450155,0.9471455420220793,0.92459965
2024-08-26,1.433598,1.0868479,0.8758921500254144,0.9546926,0.93948716,0.7440762,0.9376959918435493,0.91954535,0.942941,0.7307166,0.9443275689500034,0.83790946
2024-08-27,1.3089771,0.966532,0.8602099783831682,1.0639119,0.743803,0.58562744,0.953887677950936,0.97050893,0.6961206,0.5487834,0.9616511452482395,0.9463062
2024-08-28,1.7536762,1.3367547,0.9484725430435827,0.9412144,1.5054245,1.1172357,0.9679123749330377,0.86240077,1.548278,1.1065899,0.9687188308906226,0.83817583
2024-08-29,1.395987,1.0908897,0.9501905959614942,0.96311,1.4251055,1.0805532,0.9548105184335439,0.930379,1.490126,1.1668482,0.952538163111049,0.8615
2024-08-30,1.3187592,1.013761,0.8972346812595596,0.9086943,1.4151013,1.1236151,0.9117116125983542,0.9088228,1.384825,1.1183099,0.9214196236141683,0.8067704
2024-08-31,1.5497489,1.2457383,0.8801587153609007,0.8606363,1.5018895,1.2046621,0.9129618787142006,0.8823005,1.4826164,1.1885768,0.9163892790989283,0.801683
2025-06-01,1.2201216,0.9385084,0.9446351724064932,0.9858354,1.0401368,0.82684535,0.9553297501988169,0.9439592,0.96549994,0.79441255,0.9629098718660247,0.9816011
2025-06-02,1.4904441,1.1587884,0.878716594836252,0.97918165,0.98451346,0.7667409,0.9282609745195181,0.9745336,0.9003833,0.7058158,0.9380027135075663,0.9463596
2025-06-03,1.9358561,1.4223515,0.7084396512823516,1.3168473,1.1926423,0.9360417,0.8388311417010036,1.2218407,1.1460625,0.880323,0.846231879672533,1.1125453
2025-06-04,1.7764227,1.2794555,0.8112705902136262,1.3295592,1.1951116,0.9731645,0.853903423118496,0.95032823,1.2107371,0.9828492,0.8613322470971407,0.91044575
2025-06-05,2.1398752,1.5879965,0.7361076664588704,1.0815758,1.7197987,1.4103229,0.7719235848229188,0.70348597,1.7253968,1.4341037,0.8017363093771287,0.7234587
2025-06-06,2.0645123,1.5771607,0.8621368785220194,1.0079271,1.4143629,1.0920153,0.9071766891301499,0.90310895,1.5111289,1.1763134,0.905140625345422,0.85445
2025-06-07,1.4724746,1.0703423,0.9141437036808661,0.91742355,0.98789626,0.7473471,0.9620828576135918,0.91469824,1.0588316,0.80012983,0.9616363097747744,0.83768153
2025-06-08,1.6672928,1.2822934,0.7604610895405312,0.94721127,1.2523538,0.9987166,0.8301653899051245,0.90989256,1.2116845,0.96112937,0.83829856570066,0.8494509
2025-06-09,1.4935504,1.1327817,0.9402735602741162,1.0435258,1.2380514,0.9822327,0.9513948843091404,1.028993,1.1475397,0.90825707,0.9550388581604641,0.9597027
2025-06-10,1.5822415,1.2617494,0.9609460050290318,1.0802298,0.9872713,0.7881687,0.9741639388982284,1.0393789,1.0282122,0.8318356,0.9705285473324734,0.99373215
2025-06-11,1.4741858,1.0627897,0.867996818903681,1.0013273,0.88872445,0.7103897,0.943995071732611,0.9918038,0.85523224,0.66975284,0.9472747148110787,0.9260203
2025-06-12,1.7765764,1.2792615,0.9291684211553837,0.97879213,1.274501,1.0215124,0.9581456322229595,0.9306681,1.2709892,1.0414294,0.9620374446154648,0.8889148
2025-06-13,1.7554914,1.4127849,0.9437675736148863,1.0289569,1.3773292,1.078755,0.9578035834918979,1.0046004,1.2706393,0.99784607,0.9633077614444846,0.9620698
2025-06-14,1.616053,1.314358,0.9371121159141773,1.0454599,1.6395537,1.3396684,0.9458203770402356,1.0230038,1.608349,1.2940391,0.94554716380061,0.9484891
2025-06-15,1.5746474,1.2425009,0.8122944875272565,1.0248177,1.4302791,1.1438799,0.8357187852192449,1.0153031,1.3666599,1.1138291,0.840750474195375,0.9323428
2025-06-16,1.5681598,1.2065114,0.8519701899364007,0.9015309,1.1913228,0.93150514,0.8965386968563936,0.8664395,1.2711323,1.0069191,0.8833417695811392,0.81317514
2025-06-17,1.3631922,0.9841589,0.9223638103459643,1.0668283,1.1204005,0.8929249,0.9452816526355671,1.0453148,0.995179,0.7785969,0.9515508584034332,0.93849564
2025-06-18,1.7170982,1.3342656,0.8774223555024926,0.92737156,1.2896503,1.0562761,0.9110845924940691,0.87119126,1.3740046,1.1428057,0.9083974141841618,0.7855037
2025-06-19,1.6108289,1.190306,0.8832258432189303,1.0062435,1.0460452,0.8362994,0.9457990562425386,0.88304216,1.1107748,0.88529354,0.9427195908908996,0.84679455
2025-06-20,1.4707475,1.1139634,0.9159828237014751,0.91100967,1.0688164,0.789611,0.9507497785189398,0.91847837,1.0543712,0.79743576,0.9556910808678631,0.8665728
2025-06-21,1.7580079,1.2784628,0.8519118806675714,1.0390934,1.0882993,0.8714006,0.9376063946777895,0.9801493,1.1081989,0.8914363,0.9386010928900642,0.9291268
2025-06-22,1.8715688,1.3631815,0.8428119774703402,0.94116944,1.4731364,1.1864636,0.9076531894923484,0.8157805,1.4835532,1.209824,0.909771299774596,0.79293543
2025-06-23,2.0054893,1.4294374,0.7974344840372237,1.2320956,1.7848511,1.5300436,0.9017613040692755,1.0181974,1.5585291,1.329746,0.9190736815851361,0.98807997
2025-06-24,2.0089993,1.3535955,0.616808525103634,1.0256383,1.567742,1.2739422,0.8551270265523591,0.90046203,1.4015709,1.108311,0.8631534649743606,0.8714438
2025-06-25,1.8985573,1.3592454,0.8911828026939648,0.9776687,1.5602313,1.2922915,0.9454242320732235,0.86562526,1.5656968,1.2898391,0.9470671074276545,0.8662183
2025-06-26,2.1616793,1.6680528,0.9434336957815258,0.8619265,2.4003234,1.862701,0.9347093395808472,0.8197278,2.5032027,1.9887092,0.9325132612799897,0.78537714
2025-06-27,2.0718975,1.6040752,0.7639230525358238,0.9027265,1.979311,1.563581,0.7890467327677025,0.89609444,1.9751749,1.5318929,0.7832295239873466,0.8252425
2025-06-28,1.8253177,1.533024,0.9726135264953696,0.8202266,1.762196,1.4180301,0.9764957450675691,0.7922253,1.9942192,1.6110932,0.97319916010226,0.7490334
2025-06-29,1.6364661,1.2725029,0.9558179897201751,1.0246234,1.1160644,0.887634,0.975360200137185,0.9554792,1.2331159,0.9877185,0.9747948900345652,0.8908594
2025-06-30,1.8197033,1.3697517,0.7491069686376083,1.1423608,1.170281,0.9719488,0.896357398037134,0.9944395,1.1321563,0.91927123,0.9063318848288698,0.97017395
