,Interpolation RMSE,Interpolation MAE,Interpolation Bias,Interpolation Spatial corr,U-Net T+Elev RMSE,U-Net T+Elev MAE,U-Net T+Elev Bias,U-Net T+Elev Spatial corr,Transformer T+Elev RMSE,Transformer T+Elev MAE,Transformer T+Elev Bias,Transformer T+Elev Spatial corr,Truth Tmax mean (deg C),Dew point mean (deg C),U-Net minus Transformer RMSE,Transformer beats U-Net,U-Net beats interpolation,Transformer beats interpolation,Precip mean (mm day-1),Gust max mean (m s-1),Low cloud cover mean (%),Total cloud cover mean (%),Temperature regime,Humidity regime,Rain regime,Wind regime,Cloud regime,Low-cloud regime,Rainy day,Very wet day,Very windy day,Very cloudy day,Hot and wet,Hot and cloudy,Hot and humid
2022-08-09,1.7165688,1.2969353,0.044118006,0.9576155536917761,1.6679755,1.2589124,0.3907508,0.9643783890140953,1.7235136,1.3484001,0.25537944,0.962723090979628,27.728384,19.621447,-0.05553806,False,True,False,4.666593,12.690685,40.917606,61.398476,Moderate,Humid,Wet,Windy,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2022-08-10,1.3122461,1.0462028,-0.3319484,0.9482014575510956,1.0496761,0.8308529,0.173214,0.9645416279212984,0.93539846,0.72555864,0.18553184,0.9726403474215956,26.260336,17.02795,0.1142776,True,True,True,2.173822,8.978218,46.659206,61.31436,Moderate,Moderate humidity,Dry,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2022-08-11,1.40316,1.1110095,0.062056705,0.8845708405963129,1.062009,0.84885174,0.5422259,0.9394279398911882,1.0278986,0.81812066,0.46969295,0.9357416440350643,26.729109,15.842475,0.034110427,True,True,True,4.1946516,9.316993,33.025227,60.412785,Moderate,Moderate humidity,Moderate rain,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2022-08-12,1.1992784,0.9224693,-0.121273175,0.9300295356017562,0.9373138,0.7595703,0.41034806,0.9641783207942345,0.8535221,0.66606474,0.32290462,0.9671863430490337,24.552824,11.47835,0.08379167,True,True,True,2.6022918,9.240766,28.56769,55.29931,Cool,Dry,Moderate rain,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2022-08-13,1.1301914,0.8798513,-0.23963544,0.8781775059082401,0.835651,0.6694994,0.31290215,0.9457751918285396,0.7796097,0.6178001,0.2618154,0.9446889393089739,24.783806,9.837657,0.0560413,True,True,True,3.6315923,9.456987,20.282417,54.238785,Cool,Dry,Moderate rain,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2022-08-14,1.5553027,1.2123653,-0.36475325,0.7547925996668728,0.9755708,0.75849366,0.16349845,0.8920884125799773,0.9159348,0.6962596,0.070416555,0.898023964659482,26.104925,11.401467,0.059635997,True,True,True,1.80794,8.638315,15.347707,55.33718,Moderate,Dry,Dry,Calm,Partly cloudy,Low low-cloud,True,False,False,False,False,False,False
2022-08-15,1.7355407,1.3410592,-0.023076577,0.8582883789846462,1.6328948,1.1552829,0.5248773,0.91427157960658,1.6311164,1.1509514,0.46076837,0.9212939206337034,25.103336,13.15329,0.0017783642,True,True,True,5.4313083,8.515845,16.990427,69.35879,Cool,Dry,Wet,Calm,Cloudy,Low low-cloud,True,False,False,False,False,False,False
2022-08-16,1.539117,1.1835456,-0.43224818,0.739236199719801,1.1412109,0.78460073,0.13024436,0.8420290297148162,1.1559832,0.8070873,0.025933968,0.8349999634101722,26.244759,13.590088,-0.014772296,False,True,True,7.4842925,11.888957,17.80954,74.72738,Moderate,Dry,Wet,Windy,Cloudy,Low low-cloud,True,True,False,False,False,False,False
2022-08-17,1.4369639,1.1393194,-0.36415365,0.8560806896053915,1.0829673,0.84971976,0.29925662,0.9242972640057341,1.1481236,0.868282,0.23613381,0.9202256510954233,24.31289,14.235033,-0.06515634,False,True,True,6.9658713,12.42051,23.74667,72.514435,Cool,Dry,Wet,Windy,Cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2022-08-18,1.3803896,1.063959,-0.5799731,0.9438678292056935,0.93094844,0.7183074,0.0064054923,0.9683313583651176,0.8976311,0.69479,-0.072199345,0.968385278899785,25.24987,14.394479,0.033317327,True,True,True,3.542365,10.859183,25.882362,54.38435,Cool,Dry,Moderate rain,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2022-08-19,1.4686545,1.0918208,-0.3208864,0.8197798722689486,0.8640226,0.68804014,-0.026882574,0.9373877002924543,0.9506166,0.7703481,-0.14067642,0.9285522566298254,28.623293,14.9279785,-0.086593986,False,True,True,0.5355346,9.946261,10.0846815,38.58785,Hot,Moderate humidity,Dry,Moderate wind,Clear,Low low-cloud,False,False,False,False,False,False,False
2022-08-20,1.6519991,1.2023239,-0.3798072,0.6315434404760617,0.94258773,0.7492799,-0.35162973,0.8619837558870524,0.93289477,0.74788463,-0.39551866,0.8705881838820138,30.131386,16.070358,0.009692967,True,True,True,1.114652,8.414227,4.5364833,49.71333,Hot,Moderate humidity,Dry,Calm,Clear,Low low-cloud,True,False,False,False,False,False,False
2022-08-21,1.745784,1.3169363,-0.7431442,0.7364357638543788,1.1278855,0.9115632,-0.28264067,0.8535319363302326,1.1551766,0.9353332,-0.38273972,0.8540289941208966,27.72089,17.633038,-0.027291179,False,True,True,4.440463,9.2230835,20.075514,70.08351,Moderate,Humid,Moderate rain,Calm,Cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2022-08-22,1.6878031,1.3432605,-0.88175905,0.8291146169427986,1.0379449,0.8367618,-0.24425589,0.9142611007338287,1.0852666,0.87354314,-0.30080155,0.9018859282927189,25.673853,18.63122,-0.047321677,False,True,True,7.401762,9.082683,33.472134,88.404396,Moderate,Humid,Wet,Calm,Cloudy,High low-cloud,True,True,False,True,False,False,False
2022-08-23,1.60858,1.2981011,-0.49361098,0.8749902708724056,1.1080897,0.8930639,0.12441168,0.9316955135005934,1.0358527,0.827012,0.033786204,0.933582998260404,25.825878,18.124062,0.072237015,True,True,True,7.9540305,10.27462,34.80714,75.77613,Moderate,Humid,Wet,Moderate wind,Cloudy,High low-cloud,True,True,False,False,False,False,False
2022-08-24,1.316368,1.0151149,-0.34537727,0.8875953884092945,0.741713,0.59625715,0.060325623,0.961395561263399,0.7613892,0.610275,0.0038129725,0.9554071298892377,27.617558,16.817274,-0.019676208,False,True,True,4.270928,9.592223,32.392494,63.771595,Moderate,Moderate humidity,Moderate rain,Moderate wind,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2022-08-25,1.548422,1.1958085,-0.58790666,0.8920870346428859,0.91014093,0.7316488,-0.23834889,0.9550622518380191,0.9809052,0.7859132,-0.34157413,0.9506317836785273,28.362852,16.334314,-0.07076424,False,True,True,4.3645563,8.270359,23.742783,54.52849,Hot,Moderate humidity,Moderate rain,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2022-08-26,1.709544,1.382691,0.032788467,0.9126835715508428,1.2553338,0.9565008,0.4547689,0.9627336908408646,1.3633829,1.0054423,0.3796133,0.9561298073147259,26.971395,17.504349,-0.108049154,False,True,True,5.110822,9.418179,32.022343,74.30844,Moderate,Moderate humidity,Wet,Calm,Cloudy,High low-cloud,True,False,False,False,False,False,False
2022-08-27,1.4585173,1.1570656,-0.5364417,0.9421657461544773,0.8854728,0.72313136,-0.021138296,0.9740626777769822,0.8116766,0.6449087,-0.130015,0.9758552388054328,26.348785,16.215279,0.07379615,True,True,True,2.1947668,8.322754,32.43843,60.713615,Moderate,Moderate humidity,Dry,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2022-08-28,1.3545094,1.0243028,-0.2505038,0.8792789781115938,0.7828945,0.61065227,0.114926666,0.9547639865227686,0.77724355,0.6031443,0.07337477,0.9512052261773146,28.00863,16.243095,0.0056509376,True,True,True,1.4228587,7.587016,23.40715,53.252678,Moderate,Moderate humidity,Dry,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2022-08-29,1.4307644,1.0901123,-0.33358228,0.7766860802193021,0.88819563,0.7206668,-0.27855572,0.9024982923127888,0.8652249,0.70243067,-0.27113408,0.9010100217449368,30.16508,19.209991,0.022970736,True,True,True,2.1169024,9.829343,18.874056,56.90894,Hot,Humid,Dry,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,True
2022-08-30,1.455461,1.0968928,-0.043657944,0.898610251359411,1.1506162,0.8911998,0.16290367,0.9467738826511369,1.1258868,0.8691615,0.20535661,0.9486676849123649,28.97663,20.022907,0.024729371,True,True,True,4.7221847,10.975921,23.783459,58.26074,Hot,Humid,Wet,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,True,False,True
2022-08-31,1.223436,0.94682246,0.0603779,0.9032053471444741,0.95254403,0.7738993,0.61722165,0.9657107324965879,0.89013404,0.7241223,0.54504246,0.9666826826680261,25.192904,15.074778,0.062409997,True,True,True,5.5140243,12.59523,25.97265,49.37998,Cool,Moderate humidity,Wet,Windy,Clear,Moderate low-cloud,True,False,False,False,False,False,False
2023-06-01,2.1830108,1.4645022,-0.5298799,0.7500522994642346,1.4159653,1.0804919,-0.54979074,0.8674752524023317,1.4993637,1.1040052,-0.58312565,0.8446492715893341,30.404001,10.530372,-0.08339834,False,True,True,0.40626097,7.8645587,14.623154,24.245964,Hot,Dry,Dry,Calm,Clear,Low low-cloud,False,False,False,False,False,False,False
2023-06-02,2.2425222,1.6068087,-0.6903851,0.8115170200619839,1.3075554,1.0220052,-0.63811386,0.895453478930293,1.3184543,1.0053304,-0.6172563,0.8911382831091742,30.6473,12.8101845,-0.0108988285,False,True,True,2.0156703,9.068852,32.97954,56.45167,Hot,Dry,Dry,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-03,2.0947032,1.5886694,0.91016036,0.9633685692602478,2.4926262,1.8999023,1.7774739,0.9719211280210932,2.454516,1.8135368,1.5529381,0.9686352914371379,20.602446,10.902558,0.038110256,True,False,False,4.9511385,12.948749,56.672253,73.89787,Cool,Dry,Wet,Windy,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-04,1.1833911,0.9498862,-0.3686858,0.9766476126579646,1.1621087,0.90401906,0.58439237,0.9796222293589103,1.1022842,0.8732928,0.41901863,0.9792066931775747,18.137812,6.5276194,0.059824467,True,True,True,6.5755444,12.921026,61.43814,72.19862,Cool,Dry,Wet,Windy,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-05,1.3288358,1.0560764,-0.35267246,0.9574180980906299,0.9638802,0.79134274,0.48257715,0.9796956651889605,0.87121695,0.6919133,0.35161713,0.9799413864797248,20.714354,7.0565453,0.09266323,True,True,True,7.2669163,12.859095,48.928314,72.31428,Cool,Dry,Wet,Windy,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-06,1.5176264,1.1944484,-0.265921,0.9478332907879907,1.1559242,0.8988609,0.44651663,0.9711712854462357,1.1913598,0.9363438,0.36707318,0.966297407968996,21.498413,8.137902,-0.035435557,False,True,True,3.686559,14.364228,34.19945,55.83529,Cool,Dry,Moderate rain,Windy,Partly cloudy,High low-cloud,True,False,True,False,False,False,False
2023-06-07,1.41433,1.1292479,-0.37966767,0.9534983012970346,1.0739988,0.85881954,0.36845884,0.9730168969959659,1.025199,0.8321698,0.32174623,0.9745067259117393,18.711374,6.820947,0.048799753,True,True,True,2.0547314,11.850313,27.698582,53.102543,Cool,Dry,Dry,Windy,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-06-08,1.4731886,1.1700113,-0.64110166,0.9298795455827158,1.1108857,0.88689977,0.11611147,0.9488403609792828,0.9807997,0.7935938,0.07224129,0.9598789674044529,18.16688,7.911402,0.13008606,True,True,True,3.214647,8.662826,30.202288,65.25003,Cool,Dry,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-09,1.4627006,1.1675088,-0.60227704,0.923733929494051,1.0123545,0.81841487,0.07882381,0.953111760886309,0.92194515,0.7358097,0.06865735,0.9616685271228608,19.020618,9.164292,0.09040934,True,True,True,2.425893,8.8051815,30.158922,55.093594,Cool,Dry,Dry,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-10,1.6101911,1.2622409,-0.8112976,0.9370704769359434,0.96666634,0.77137786,-0.12763615,0.9705398387058404,0.91193545,0.72959214,-0.17778696,0.9705937411853548,23.336517,9.902665,0.054730892,True,True,True,1.2534555,9.254775,25.113537,49.903473,Cool,Dry,Dry,Calm,Clear,Moderate low-cloud,True,False,False,False,False,False,False
2023-06-11,1.9526572,1.4825267,-1.0567793,0.8270196168886987,1.1486027,0.9286953,-0.45254743,0.9161234888556388,1.1603715,0.94424844,-0.5237334,0.913709698591533,27.06203,11.47011,-0.011768818,False,True,True,0.5986546,9.850361,10.600287,50.9673,Moderate,Dry,Dry,Moderate wind,Clear,Low low-cloud,False,False,False,False,False,False,False
2023-06-12,1.9028268,1.4217372,-0.16896977,0.7618967543566492,1.351601,1.0331477,0.45305166,0.8979340751768076,1.3461524,1.0146593,0.37538603,0.8975211610144294,24.233727,15.031146,0.00544858,True,True,True,7.712423,11.312884,16.776218,75.26678,Cool,Moderate humidity,Wet,Windy,Cloudy,Low low-cloud,True,True,False,False,False,False,False
2023-06-13,1.5576731,1.1783997,-0.5152283,0.8767804516447846,1.176614,0.94421226,0.057084914,0.9169173521987849,1.1059418,0.86041296,0.03560295,0.9238250518757191,22.142376,12.032498,0.07067227,True,True,True,5.8523564,10.995488,39.620747,70.08992,Cool,Dry,Wet,Moderate wind,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-14,1.6882604,1.350078,-0.8626507,0.9183262240085699,1.1612681,0.9378404,-0.27789867,0.948936209176607,1.1124862,0.8948591,-0.25341785,0.9526344210066447,21.27956,12.496212,0.04878187,True,True,True,5.1693263,11.521866,37.55432,71.6009,Cool,Dry,Wet,Windy,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-15,1.7684256,1.4191016,-0.83936065,0.8373678935399459,1.2851398,0.977215,-0.2381467,0.9011825166419594,1.1109126,0.8615443,-0.26118848,0.9142191188330937,23.814396,12.117158,0.17422724,True,True,True,3.5738995,10.953806,31.838766,61.203403,Cool,Dry,Moderate rain,Moderate wind,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-16,2.001876,1.5848231,-0.69957215,0.8538110691044989,1.5816859,1.3128403,-0.17708272,0.896295039209287,1.5440028,1.2538053,-0.14713916,0.8995528597029525,22.366344,13.6517935,0.03768313,True,True,True,4.03212,9.5264635,27.553028,65.325775,Cool,Dry,Moderate rain,Calm,Cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-06-17,1.1972692,0.9252104,-0.030548463,0.9650377845119134,1.085551,0.87720084,0.69369334,0.9825101412669894,1.0575553,0.8558865,0.63252515,0.9813266575906825,20.968496,12.297593,0.027995706,True,True,True,8.511039,12.773463,42.128937,68.16549,Cool,Dry,Wet,Windy,Cloudy,High low-cloud,True,True,False,False,False,False,False
2023-06-18,1.4851166,1.183739,-0.50768375,0.9624845716215641,1.0810232,0.8125855,0.2488843,0.9776335178396311,1.0042375,0.75087655,0.13813367,0.9797333545444945,22.496416,11.186203,0.07678568,True,True,True,2.4831166,11.273645,40.522137,53.438118,Cool,Dry,Moderate rain,Windy,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-19,1.66776,1.335145,-0.7341725,0.9478089290208397,1.0043814,0.7974922,-0.048031148,0.9757362555356001,0.88676375,0.6916827,-0.15999816,0.9769928965052398,24.905153,12.922059,0.11761767,True,True,True,0.99378806,8.431211,37.7903,60.78282,Cool,Dry,Dry,Calm,Partly cloudy,High low-cloud,False,False,False,False,False,False,False
2023-06-20,1.3971086,1.0846525,-0.58841914,0.8918067624516431,1.0602353,0.8472339,0.11845788,0.9180497005342272,0.9583277,0.7724656,0.029153282,0.9220056387158235,24.16324,14.424204,0.10190755,True,True,True,1.0373011,9.239291,28.14541,69.36447,Cool,Dry,Dry,Calm,Cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-06-21,2.000793,1.5467361,-0.12377298,0.7303475240729257,1.8758521,1.3819016,0.52491295,0.7958674976523505,1.9719949,1.452869,0.5396963,0.7762439200958773,22.856884,12.911176,-0.09614277,False,True,True,5.102558,10.137243,29.469687,59.35764,Cool,Dry,Wet,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-06-22,1.5774951,1.1194799,-0.4611269,0.9131819225864893,1.2437959,0.99229205,0.108532265,0.9479234553549579,1.336361,1.0827947,0.19588342,0.9431325877009239,22.805029,13.094679,-0.09256518,False,True,True,4.4074903,9.470417,30.93864,56.076183,Cool,Dry,Moderate rain,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-23,1.7991177,1.3633204,-0.891749,0.8496971764269851,1.2613935,1.0388741,-0.32670966,0.91466051312847,1.2798421,1.0349046,-0.34877077,0.9215938385257166,25.148142,16.281265,-0.018448591,False,True,True,3.9759076,8.957424,35.703278,67.62333,Cool,Moderate humidity,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-24,1.5569729,1.1662667,-0.679075,0.8132463265961616,0.9349697,0.73016155,-0.01195842,0.9103348212443539,0.90990496,0.71102613,-0.1065668,0.9137267991666995,25.527575,18.854252,0.025064766,True,True,True,6.2415557,10.106229,39.650326,78.47553,Moderate,Humid,Wet,Moderate wind,Cloudy,High low-cloud,True,False,False,True,False,False,False
2023-06-25,1.8727201,1.403488,-1.1249012,0.6967477969413061,1.0898358,0.8719131,-0.58103234,0.8654357136451349,1.1352658,0.9084194,-0.6937985,0.8653891091249429,28.109413,18.73506,-0.045430064,False,True,True,3.4193249,9.925762,39.254894,73.34629,Hot,Humid,Moderate rain,Moderate wind,Cloudy,High low-cloud,True,False,False,False,False,True,True
2023-06-26,1.8335959,1.4746333,-0.53564495,0.9029543373255993,1.4298275,1.1563396,0.12192695,0.9345280421022416,1.508647,1.2269435,0.14009784,0.9264570046899995,25.835913,18.492588,-0.07881951,False,True,True,7.989766,11.908567,44.9595,87.91055,Moderate,Humid,Wet,Windy,Cloudy,High low-cloud,True,True,False,True,False,False,False
2023-06-27,1.5955527,1.2722765,-0.8560918,0.8760880807443292,1.1129851,0.88437647,-0.17427231,0.9204128745661098,0.96217394,0.77955794,-0.16453296,0.9335365738663651,24.539972,17.700073,0.1508112,True,True,True,7.90093,12.350891,48.107418,87.437065,Cool,Humid,Wet,Windy,Cloudy,High low-cloud,True,True,False,True,False,False,False
2023-06-28,1.4242883,1.1408525,-0.42471582,0.893317022240554,1.0709945,0.8564911,0.152601,0.9346754635280242,1.0830895,0.8350011,0.1359408,0.9313165559338524,23.245625,16.634714,-0.0120949745,False,True,True,4.853399,12.216997,52.73169,79.58448,Cool,Moderate humidity,Wet,Windy,Cloudy,High low-cloud,True,False,False,True,False,False,False
2023-06-29,1.436424,1.1397088,-0.55367273,0.8535293221713937,0.985602,0.7945137,0.0916973,0.9201627335619164,0.8960809,0.7214397,-0.01756293,0.9276546642970251,25.48697,15.272417,0.08952111,True,True,True,2.835959,9.324558,33.196285,53.391617,Moderate,Moderate humidity,Moderate rain,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-06-30,1.792698,1.4015733,-0.5771737,0.656583177830958,1.1858823,0.964443,-0.0069477167,0.8104115099933288,1.0711502,0.84485644,-0.13397956,0.8197223746153616,27.295254,16.518703,0.114732146,True,True,True,2.612229,8.220438,31.92866,67.57993,Moderate,Moderate humidity,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-07-01,1.6969243,1.2998163,-0.534566,0.748211843025836,1.0960141,0.8790588,0.043111406,0.8667521153675253,1.0297657,0.816631,-0.08759311,0.8586829337870046,27.286488,18.268711,0.06624842,True,True,True,3.4473524,8.644003,33.04599,70.96732,Moderate,Humid,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-07-02,1.4200376,1.0761425,-0.3028346,0.9482623126061326,1.1511945,0.921619,0.3346841,0.9685032291202786,1.1611284,0.9224297,0.2579434,0.9698094875852807,25.469847,19.378103,-0.0099339485,False,True,True,6.288781,9.155793,41.714085,80.90418,Moderate,Humid,Wet,Calm,Cloudy,High low-cloud,True,False,False,True,False,False,False
2023-07-03,1.6473266,1.2731131,-0.64022315,0.8936994527364786,1.032663,0.82354873,-0.027173793,0.945780299704449,1.0822307,0.87876815,-0.10916391,0.939085628245319,27.426329,19.489723,-0.0495677,False,True,True,7.410494,9.814674,35.551414,79.213905,Moderate,Humid,Wet,Moderate wind,Cloudy,High low-cloud,True,True,False,True,False,False,False
2023-07-04,1.8003498,1.4274118,-1.2302247,0.8388585469204877,1.2091866,0.98948777,-0.78129435,0.9171064501544016,1.2244731,0.9920102,-0.8160221,0.9112151196513361,28.61927,19.631565,-0.015286565,False,True,True,4.4727955,9.05102,33.99086,70.89974,Hot,Humid,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,False,False,True,True
2023-07-05,1.9129204,1.4927946,-1.2040496,0.6334786481550148,1.5419928,1.2726995,-1.1145251,0.7957887998393607,1.5025513,1.2444572,-1.1247497,0.8088496834972034,31.029936,19.306557,0.039441466,True,True,True,2.6240811,8.002539,32.544594,62.900887,Hot,Humid,Moderate rain,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,True
2023-07-06,1.7826536,1.310733,-0.90660006,0.5352774899185351,1.4517034,1.2417766,-1.0269028,0.7262133584207446,1.37224,1.1563294,-0.9436058,0.7376269422554029,31.616442,19.742023,0.07946348,True,True,True,2.0746806,7.7124944,33.27601,62.756916,Hot,Humid,Dry,Calm,Partly cloudy,High low-cloud,True,False,False,False,False,False,True
2023-07-07,1.7206689,1.342486,-0.9595753,0.7977689343561926,1.4222797,1.1324923,-0.65196186,0.8170410490693424,1.406495,1.1142461,-0.72920865,0.833080079867279,29.521591,20.290216,0.01578474,True,True,True,2.6714962,7.8337793,27.44634,67.684135,Hot,Humid,Moderate rain,Calm,Cloudy,Moderate low-cloud,True,False,False,False,False,True,True
2023-07-08,1.6398258,1.2571138,-0.74093497,0.7840186052747861,1.1495928,0.9172297,-0.36458904,0.8551894517386629,1.0778606,0.8689896,-0.4486172,0.8772699905201135,28.80284,18.936588,0.07173216,True,True,True,3.2202327,7.792956,33.165794,77.19724,Hot,Humid,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,True,False,True,True
2023-07-09,1.7478106,1.3610353,-0.6018708,0.729421367354784,1.2741339,0.9652457,0.10105245,0.8362874964417941,1.2601457,0.9491416,-0.004873284,0.8374318598672783,26.0955,19.375217,0.013988256,True,True,True,5.479473,8.117405,41.476437,85.18605,Moderate,Humid,Wet,Calm,Cloudy,High low-cloud,True,False,False,True,False,False,False
2023-07-10,1.3497233,1.0628555,-0.49013588,0.9403614802816692,1.146887,0.9269069,0.05280687,0.9495417463626233,1.1025724,0.88738465,0.0053081573,0.9477406128517929,25.020002,17.943165,0.044314504,True,True,True,6.936103,9.2107725,45.057835,74.50624,Cool,Humid,Wet,Calm,Cloudy,High low-cloud,True,False,False,False,False,False,False
2023-07-11,1.3451508,1.0061735,-0.17530848,0.8304943526689224,0.79158616,0.60500735,0.112015,0.9371091932526069,0.7921263,0.6161388,0.07409132,0.9330715935043993,28.64691,16.440481,-0.0005401373,False,True,True,4.439879,9.842204,29.477285,54.41823,Hot,Moderate humidity,Moderate rain,Moderate wind,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-07-12,1.6850293,1.2718614,-0.7217179,0.8640049513653556,1.0077492,0.7988237,-0.3364775,0.9363883818213077,1.0282192,0.8266696,-0.45494083,0.9397398456954978,29.12965,17.33422,-0.020470023,False,True,True,3.0704849,8.656616,22.579618,48.785275,Hot,Moderate humidity,Moderate rain,Calm,Clear,Moderate low-cloud,True,False,False,False,False,False,False
2023-07-13,1.8027142,1.3848225,-0.5959571,0.8377959746600397,1.1223863,0.9015199,-0.36169696,0.9220581224062109,1.0815059,0.8596272,-0.3960946,0.9294169065408525,29.880056,18.649075,0.04088044,True,True,True,3.9507325,10.920423,25.14847,53.672573,Hot,Humid,Moderate rain,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,True
2023-07-14,1.741366,1.3848301,-0.8154586,0.8260695779845103,1.1177095,0.9019182,-0.30692655,0.9036043072885557,1.0509877,0.86061364,-0.38586622,0.9135519441812688,28.187046,18.781178,0.0667218,True,True,True,2.9079478,8.781115,26.184206,57.39921,Hot,Humid,Moderate rain,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,True
2023-07-15,1.6101091,1.2885867,-0.70269036,0.8185433364189407,1.0569763,0.8753175,-0.4196725,0.9084913118341776,1.041313,0.87361175,-0.46714622,0.9103066751034359,29.435823,19.986134,0.015663266,True,True,True,3.625624,8.428043,30.92722,76.43367,Hot,Humid,Moderate rain,Calm,Cloudy,High low-cloud,True,False,False,True,False,True,True
2023-07-16,1.4719269,1.1731966,-0.6143067,0.8678060264234563,1.1421688,0.9151671,-0.025627974,0.9016967411633564,1.1239154,0.8974853,-0.095333,0.8903959788419924,26.67733,20.807838,0.018253326,True,True,True,10.376113,11.150727,38.710964,77.21541,Moderate,Humid,Wet,Windy,Cloudy,High low-cloud,True,True,False,True,False,False,False
2023-07-17,1.3696986,1.0012119,-0.5235612,0.7913530908381285,0.80330104,0.63347644,-0.2348897,0.9205802989015214,0.79535174,0.6274591,-0.29060626,0.9241315116384374,29.025467,19.022425,0.007949293,True,True,True,3.1947837,11.661567,25.883753,56.627094,Hot,Humid,Moderate rain,Windy,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,True
2023-07-18,1.6529658,1.3489307,-0.8241897,0.8454864211201396,1.0779326,0.8586458,-0.31438717,0.9128997394409453,1.0277056,0.8280595,-0.36041266,0.9243234377943552,27.940714,18.720491,0.050227046,True,True,True,4.8083467,10.415954,29.858023,58.006115,Moderate,Humid,Wet,Moderate wind,Partly cloudy,High low-cloud,True,False,False,False,False,False,False
2023-07-19,1.4661124,1.1377254,-0.57395566,0.7632021722806077,1.0128155,0.79197055,-0.05358074,0.8580428666407759,0.99998033,0.78573763,-0.16788502,0.8618469411832098,27.473,17.495932,0.012835145,True,True,True,5.744187,10.40079,28.809849,59.97849,Moderate,Moderate humidity,Wet,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-07-20,1.6695943,1.3342056,-0.84527516,0.7840719678595325,1.0241064,0.7915785,-0.393811,0.9048482224904036,0.97223186,0.77146894,-0.49119556,0.912404675223261,28.536991,16.448925,0.05187452,True,True,True,3.6664543,8.305205,19.80797,53.14242,Hot,Moderate humidity,Moderate rain,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-07-21,1.6245519,1.3157259,-0.5954877,0.8806884435183107,1.087555,0.8726936,-0.013524843,0.9357607399338621,1.0146121,0.80157644,-0.1013627,0.9401825083732683,25.99817,17.348404,0.07294297,True,True,True,6.397018,10.177565,28.514023,63.706116,Moderate,Moderate humidity,Wet,Moderate wind,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
2023-07-22,1.5651584,1.2452837,-0.73877496,0.8048940517996863,1.108348,0.87292945,-0.1681989,0.8872447552704382,1.0406048,0.82938087,-0.24254811,0.893447488558766,26.453861,15.324684,0.06774318,True,True,True,4.859172,9.298139,29.233711,61.325317,Moderate,Moderate humidity,Wet,Calm,Partly cloudy,Moderate low-cloud,True,False,False,False,False,False,False
