,Interpolation RMSE,Interpolation MAE,Interpolation Bias,Interpolation Spatial corr,U-Net T+Elev RMSE,U-Net T+Elev MAE,U-Net T+Elev Bias,U-Net T+Elev Spatial corr,Transformer T+Elev RMSE,Transformer T+Elev MAE,Transformer T+Elev Bias,Transformer T+Elev Spatial corr,Truth Tmax mean (deg C),Truth Tmax p95 (deg C),Dew point mean (deg C),Solar radiation mean (MJ m-2 day-1),U-Net minus Transformer RMSE,Transformer beats U-Net,U-Net beats interpolation,Transformer beats interpolation,Temperature regime,Humidity regime,Cloud regime,Hot and cloudy,Hot and humid,Cool and cloudy
2022-08-24,1.316368,1.0151149,-0.34537727,0.8875953884092945,0.741713,0.59625715,0.060325623,0.961395561263399,0.7613892,0.610275,0.0038129725,0.9554071298892377,27.617558,31.45001220703125,16.817274,0.78347504,-0.019676208,False,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2022-08-25,1.548422,1.1958085,-0.58790666,0.8920870346428859,0.91014093,0.7316488,-0.23834889,0.9550622518380191,0.9809052,0.7859132,-0.34157413,0.9506317836785273,28.362852,32.350006103515625,16.334314,0.8312335,-0.07076424,False,True,True,Hot,Moderate humidity,Partly cloudy,False,False,False
2022-08-26,1.709544,1.382691,0.032788467,0.9126835715508428,1.2553338,0.9565008,0.4547689,0.9627336908408646,1.3633829,1.0054423,0.3796133,0.9561298073147259,26.971395,32.350006103515625,17.504349,0.6981963,-0.108049154,False,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2022-08-27,1.4585173,1.1570656,-0.5364417,0.9421657461544773,0.8854728,0.72313136,-0.021138296,0.9740626777769822,0.8116766,0.6449087,-0.130015,0.9758552388054328,26.348785,32.25,16.215279,0.7762528,0.07379615,True,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2022-08-28,1.3545094,1.0243028,-0.2505038,0.8792789781115938,0.7828945,0.61065227,0.114926666,0.9547639865227686,0.77724355,0.6031443,0.07337477,0.9512052261773146,28.00863,31.850006103515625,16.243095,0.81047815,0.0056509376,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2022-08-29,1.4307644,1.0901123,-0.33358228,0.7766860802193021,0.88819563,0.7206668,-0.27855572,0.9024982923127888,0.8652249,0.70243067,-0.27113408,0.9010100217449368,30.16508,32.75,19.209991,0.8212146,0.022970736,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2022-08-30,1.455461,1.0968928,-0.043657944,0.898610251359411,1.1506162,0.8911998,0.16290367,0.9467738826511369,1.1258868,0.8691615,0.20535661,0.9486676849123649,28.97663,33.25,20.022907,0.6468489,0.024729371,True,True,True,Hot,Humid,Cloudy,True,True,False
2022-08-31,1.223436,0.94682246,0.0603779,0.9032053471444741,0.95254403,0.7738993,0.61722165,0.9657107324965879,0.89013404,0.7241223,0.54504246,0.9666826826680261,25.192904,29.45001220703125,15.074778,0.7711724,0.062409997,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-06-01,2.1830108,1.4645022,-0.5298799,0.7500522994642346,1.4159653,1.0804919,-0.54979074,0.8674752524023317,1.4993637,1.1040052,-0.58312565,0.8446492715893341,30.404001,34.149993896484375,10.530372,1.20626,-0.08339834,False,True,True,Hot,Dry,Sunny,False,False,False
2023-06-02,2.2425222,1.6068087,-0.6903851,0.8115170200619839,1.3075554,1.0220052,-0.63811386,0.895453478930293,1.3184543,1.0053304,-0.6172563,0.8911382831091742,30.6473,34.050018310546875,12.8101845,1.1177433,-0.0108988285,False,True,True,Hot,Dry,Sunny,False,False,False
2023-06-03,2.0947032,1.5886694,0.91016036,0.9633685692602478,2.4926262,1.8999023,1.7774739,0.9719211280210932,2.454516,1.8135368,1.5529381,0.9686352914371379,20.602446,30.350006103515625,10.902558,0.74138385,0.038110256,True,False,False,Cool,Dry,Cloudy,False,False,True
2023-06-04,1.1833911,0.9498862,-0.3686858,0.9766476126579646,1.1621087,0.90401906,0.58439237,0.9796222293589103,1.1022842,0.8732928,0.41901863,0.9792066931775747,18.137812,25.050018310546875,6.5276194,0.73850036,0.059824467,True,True,True,Cool,Dry,Cloudy,False,False,True
2023-06-05,1.3288358,1.0560764,-0.35267246,0.9574180980906299,0.9638802,0.79134274,0.48257715,0.9796956651889605,0.87121695,0.6919133,0.35161713,0.9799413864797248,20.714354,25.550018310546875,7.0565453,0.87355626,0.09266323,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-06,1.5176264,1.1944484,-0.265921,0.9478332907879907,1.1559242,0.8988609,0.44651663,0.9711712854462357,1.1913598,0.9363438,0.36707318,0.966297407968996,21.498413,27.25,8.137902,0.95671415,-0.035435557,False,True,True,Cool,Dry,Sunny,False,False,False
2023-06-07,1.41433,1.1292479,-0.37966767,0.9534983012970346,1.0739988,0.85881954,0.36845884,0.9730168969959659,1.025199,0.8321698,0.32174623,0.9745067259117393,18.711374,25.265000915527125,6.820947,0.884263,0.048799753,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-08,1.4731886,1.1700113,-0.64110166,0.9298795455827158,1.1108857,0.88689977,0.11611147,0.9488403609792828,0.9807997,0.7935938,0.07224129,0.9598789674044529,18.16688,24.149993896484375,7.911402,0.8737252,0.13008606,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-09,1.4627006,1.1675088,-0.60227704,0.923733929494051,1.0123545,0.81841487,0.07882381,0.953111760886309,0.92194515,0.7358097,0.06865735,0.9616685271228608,19.020618,24.25,9.164292,0.91853625,0.09040934,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-10,1.6101911,1.2622409,-0.8112976,0.9370704769359434,0.96666634,0.77137786,-0.12763615,0.9705398387058404,0.91193545,0.72959214,-0.17778696,0.9705937411853548,23.336517,28.850006103515625,9.902665,1.0238984,0.054730892,True,True,True,Cool,Dry,Sunny,False,False,False
2023-06-11,1.9526572,1.4825267,-1.0567793,0.8270196168886987,1.1486027,0.9286953,-0.45254743,0.9161234888556388,1.1603715,0.94424844,-0.5237334,0.913709698591533,27.06203,30.850006103515625,11.47011,0.9811144,-0.011768818,False,True,True,Moderate,Dry,Sunny,False,False,False
2023-06-12,1.9028268,1.4217372,-0.16896977,0.7618967543566492,1.351601,1.0331477,0.45305166,0.8979340751768076,1.3461524,1.0146593,0.37538603,0.8975211610144294,24.233727,27.75,15.031146,0.6774515,0.00544858,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-06-13,1.5576731,1.1783997,-0.5152283,0.8767804516447846,1.176614,0.94421226,0.057084914,0.9169173521987849,1.1059418,0.86041296,0.03560295,0.9238250518757191,22.142376,26.45001220703125,12.032498,0.8328388,0.07067227,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-14,1.6882604,1.350078,-0.8626507,0.9183262240085699,1.1612681,0.9378404,-0.27789867,0.948936209176607,1.1124862,0.8948591,-0.25341785,0.9526344210066447,21.27956,26.95001220703125,12.496212,0.65715045,0.04878187,True,True,True,Cool,Dry,Cloudy,False,False,True
2023-06-15,1.7684256,1.4191016,-0.83936065,0.8373678935399459,1.2851398,0.977215,-0.2381467,0.9011825166419594,1.1109126,0.8615443,-0.26118848,0.9142191188330937,23.814396,27.95001220703125,12.117158,0.9449128,0.17422724,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-16,2.001876,1.5848231,-0.69957215,0.8538110691044989,1.5816859,1.3128403,-0.17708272,0.896295039209287,1.5440028,1.2538053,-0.14713916,0.8995528597029525,22.366344,27.550018310546875,13.6517935,0.76004016,0.03768313,True,True,True,Cool,Dry,Cloudy,False,False,True
2023-06-17,1.1972692,0.9252104,-0.030548463,0.9650377845119134,1.085551,0.87720084,0.69369334,0.9825101412669894,1.0575553,0.8558865,0.63252515,0.9813266575906825,20.968496,27.45001220703125,12.297593,0.77664936,0.027995706,True,True,True,Cool,Dry,Cloudy,False,False,True
2023-06-18,1.4851166,1.183739,-0.50768375,0.9624845716215641,1.0810232,0.8125855,0.2488843,0.9776335178396311,1.0042375,0.75087655,0.13813367,0.9797333545444945,22.496416,29.050018310546875,11.186203,0.8237148,0.07678568,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-19,1.66776,1.335145,-0.7341725,0.9478089290208397,1.0043814,0.7974922,-0.048031148,0.9757362555356001,0.88676375,0.6916827,-0.15999816,0.9769928965052398,24.905153,30.350006103515625,12.922059,0.9065282,0.11761767,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-20,1.3971086,1.0846525,-0.58841914,0.8918067624516431,1.0602353,0.8472339,0.11845788,0.9180497005342272,0.9583277,0.7724656,0.029153282,0.9220056387158235,24.16324,27.350006103515625,14.424204,0.8127319,0.10190755,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-21,2.000793,1.5467361,-0.12377298,0.7303475240729257,1.8758521,1.3819016,0.52491295,0.7958674976523505,1.9719949,1.452869,0.5396963,0.7762439200958773,22.856884,27.050018310546875,12.911176,0.8138552,-0.09614277,False,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-06-22,1.5774951,1.1194799,-0.4611269,0.9131819225864893,1.2437959,0.99229205,0.108532265,0.9479234553549579,1.336361,1.0827947,0.19588342,0.9431325877009239,22.805029,28.149993896484375,13.094679,0.7819318,-0.09256518,False,True,True,Cool,Dry,Cloudy,False,False,True
2023-06-23,1.7991177,1.3633204,-0.891749,0.8496971764269851,1.2613935,1.0388741,-0.32670966,0.91466051312847,1.2798421,1.0349046,-0.34877077,0.9215938385257166,25.148142,29.550018310546875,16.281265,0.66169333,-0.018448591,False,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-06-24,1.5569729,1.1662667,-0.679075,0.8132463265961616,0.9349697,0.73016155,-0.01195842,0.9103348212443539,0.90990496,0.71102613,-0.1065668,0.9137267991666995,25.527575,29.25,18.854252,0.5962552,0.025064766,True,True,True,Moderate,Humid,Cloudy,False,False,False
2023-06-25,1.8727201,1.403488,-1.1249012,0.6967477969413061,1.0898358,0.8719131,-0.58103234,0.8654357136451349,1.1352658,0.9084194,-0.6937985,0.8653891091249429,28.109413,30.75,18.73506,0.9159567,-0.045430064,False,True,True,Hot,Humid,Partly cloudy,False,True,False
2023-06-26,1.8335959,1.4746333,-0.53564495,0.9029543373255993,1.4298275,1.1563396,0.12192695,0.9345280421022416,1.508647,1.2269435,0.14009784,0.9264570046899995,25.835913,31.050018310546875,18.492588,0.6587258,-0.07881951,False,True,True,Moderate,Humid,Cloudy,False,False,False
2023-06-27,1.5955527,1.2722765,-0.8560918,0.8760880807443292,1.1129851,0.88437647,-0.17427231,0.9204128745661098,0.96217394,0.77955794,-0.16453296,0.9335365738663651,24.539972,29.25,17.700073,0.62225634,0.1508112,True,True,True,Cool,Humid,Cloudy,False,False,True
2023-06-28,1.4242883,1.1408525,-0.42471582,0.893317022240554,1.0709945,0.8564911,0.152601,0.9346754635280242,1.0830895,0.8350011,0.1359408,0.9313165559338524,23.245625,28.050018310546875,16.634714,0.6001623,-0.0120949745,False,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-06-29,1.436424,1.1397088,-0.55367273,0.8535293221713937,0.985602,0.7945137,0.0916973,0.9201627335619164,0.8960809,0.7214397,-0.01756293,0.9276546642970251,25.48697,28.850006103515625,15.272417,0.9707233,0.08952111,True,True,True,Moderate,Moderate humidity,Sunny,False,False,False
2023-06-30,1.792698,1.4015733,-0.5771737,0.656583177830958,1.1858823,0.964443,-0.0069477167,0.8104115099933288,1.0711502,0.84485644,-0.13397956,0.8197223746153616,27.295254,29.649993896484375,16.518703,0.9696188,0.114732146,True,True,True,Moderate,Moderate humidity,Sunny,False,False,False
2023-07-01,1.6969243,1.2998163,-0.534566,0.748211843025836,1.0960141,0.8790588,0.043111406,0.8667521153675253,1.0297657,0.816631,-0.08759311,0.8586829337870046,27.286488,30.649993896484375,18.268711,0.83799756,0.06624842,True,True,True,Moderate,Humid,Partly cloudy,False,False,False
2023-07-02,1.4200376,1.0761425,-0.3028346,0.9482623126061326,1.1511945,0.921619,0.3346841,0.9685032291202786,1.1611284,0.9224297,0.2579434,0.9698094875852807,25.469847,32.649993896484375,19.378103,0.49484238,-0.0099339485,False,True,True,Moderate,Humid,Cloudy,False,False,False
2023-07-03,1.6473266,1.2731131,-0.64022315,0.8936994527364786,1.032663,0.82354873,-0.027173793,0.945780299704449,1.0822307,0.87876815,-0.10916391,0.939085628245319,27.426329,33.149993896484375,19.489723,0.7045447,-0.0495677,False,True,True,Moderate,Humid,Cloudy,False,False,False
2023-07-04,1.8003498,1.4274118,-1.2302247,0.8388585469204877,1.2091866,0.98948777,-0.78129435,0.9171064501544016,1.2244731,0.9920102,-0.8160221,0.9112151196513361,28.61927,32.149993896484375,19.631565,0.8870001,-0.015286565,False,True,True,Hot,Humid,Partly cloudy,False,True,False
2023-07-05,1.9129204,1.4927946,-1.2040496,0.6334786481550148,1.5419928,1.2726995,-1.1145251,0.7957887998393607,1.5025513,1.2444572,-1.1247497,0.8088496834972034,31.029936,33.149993896484375,19.306557,1.0484005,0.039441466,True,True,True,Hot,Humid,Sunny,False,True,False
2023-07-06,1.7826536,1.310733,-0.90660006,0.5352774899185351,1.4517034,1.2417766,-1.0269028,0.7262133584207446,1.37224,1.1563294,-0.9436058,0.7376269422554029,31.616442,33.45001220703125,19.742023,1.0505126,0.07946348,True,True,True,Hot,Humid,Sunny,False,True,False
2023-07-07,1.7206689,1.342486,-0.9595753,0.7977689343561926,1.4222797,1.1324923,-0.65196186,0.8170410490693424,1.406495,1.1142461,-0.72920865,0.833080079867279,29.521591,32.550018310546875,20.290216,0.8994559,0.01578474,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2023-07-08,1.6398258,1.2571138,-0.74093497,0.7840186052747861,1.1495928,0.9172297,-0.36458904,0.8551894517386629,1.0778606,0.8689896,-0.4486172,0.8772699905201135,28.80284,31.75,18.936588,0.9196186,0.07173216,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2023-07-09,1.7478106,1.3610353,-0.6018708,0.729421367354784,1.2741339,0.9652457,0.10105245,0.8362874964417941,1.2601457,0.9491416,-0.004873284,0.8374318598672783,26.0955,29.75,19.375217,0.5573618,0.013988256,True,True,True,Moderate,Humid,Cloudy,False,False,False
2023-07-10,1.3497233,1.0628555,-0.49013588,0.9403614802816692,1.146887,0.9269069,0.05280687,0.9495417463626233,1.1025724,0.88738465,0.0053081573,0.9477406128517929,25.020002,29.95001220703125,17.943165,0.6546786,0.044314504,True,True,True,Cool,Humid,Cloudy,False,False,True
2023-07-11,1.3451508,1.0061735,-0.17530848,0.8304943526689224,0.79158616,0.60500735,0.112015,0.9371091932526069,0.7921263,0.6161388,0.07409132,0.9330715935043993,28.64691,31.550018310546875,16.440481,1.0198698,-0.0005401373,False,True,True,Hot,Moderate humidity,Sunny,False,False,False
2023-07-12,1.6850293,1.2718614,-0.7217179,0.8640049513653556,1.0077492,0.7988237,-0.3364775,0.9363883818213077,1.0282192,0.8266696,-0.45494083,0.9397398456954978,29.12965,32.75,17.33422,0.98569983,-0.020470023,False,True,True,Hot,Moderate humidity,Sunny,False,False,False
2023-07-13,1.8027142,1.3848225,-0.5959571,0.8377959746600397,1.1223863,0.9015199,-0.36169696,0.9220581224062109,1.0815059,0.8596272,-0.3960946,0.9294169065408525,29.880056,34.050018310546875,18.649075,0.9792008,0.04088044,True,True,True,Hot,Humid,Sunny,False,True,False
2023-07-14,1.741366,1.3848301,-0.8154586,0.8260695779845103,1.1177095,0.9019182,-0.30692655,0.9036043072885557,1.0509877,0.86061364,-0.38586622,0.9135519441812688,28.187046,31.95001220703125,18.781178,0.80841964,0.0667218,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2023-07-15,1.6101091,1.2885867,-0.70269036,0.8185433364189407,1.0569763,0.8753175,-0.4196725,0.9084913118341776,1.041313,0.87361175,-0.46714622,0.9103066751034359,29.435823,32.75,19.986134,0.81268317,0.015663266,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2023-07-16,1.4719269,1.1731966,-0.6143067,0.8678060264234563,1.1421688,0.9151671,-0.025627974,0.9016967411633564,1.1239154,0.8974853,-0.095333,0.8903959788419924,26.67733,30.95001220703125,20.807838,0.52376896,0.018253326,True,True,True,Moderate,Humid,Cloudy,False,False,False
2023-07-17,1.3696986,1.0012119,-0.5235612,0.7913530908381285,0.80330104,0.63347644,-0.2348897,0.9205802989015214,0.79535174,0.6274591,-0.29060626,0.9241315116384374,29.025467,32.050018310546875,19.022425,1.0036649,0.007949293,True,True,True,Hot,Humid,Sunny,False,True,False
2023-07-18,1.6529658,1.3489307,-0.8241897,0.8454864211201396,1.0779326,0.8586458,-0.31438717,0.9128997394409453,1.0277056,0.8280595,-0.36041266,0.9243234377943552,27.940714,31.75,18.720491,0.9366443,0.050227046,True,True,True,Moderate,Humid,Partly cloudy,False,False,False
2023-07-19,1.4661124,1.1377254,-0.57395566,0.7632021722806077,1.0128155,0.79197055,-0.05358074,0.8580428666407759,0.99998033,0.78573763,-0.16788502,0.8618469411832098,27.473,30.649993896484375,17.495932,0.90072423,0.012835145,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2023-07-20,1.6695943,1.3342056,-0.84527516,0.7840719678595325,1.0241064,0.7915785,-0.393811,0.9048482224904036,0.97223186,0.77146894,-0.49119556,0.912404675223261,28.536991,31.649993896484375,16.448925,0.99375856,0.05187452,True,True,True,Hot,Moderate humidity,Sunny,False,False,False
2023-07-21,1.6245519,1.3157259,-0.5954877,0.8806884435183107,1.087555,0.8726936,-0.013524843,0.9357607399338621,1.0146121,0.80157644,-0.1013627,0.9401825083732683,25.99817,30.75,17.348404,0.7939236,0.07294297,True,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2023-07-22,1.5651584,1.2452837,-0.73877496,0.8048940517996863,1.108348,0.87292945,-0.1681989,0.8872447552704382,1.0406048,0.82938087,-0.24254811,0.893447488558766,26.453861,29.050018310546875,15.324684,0.9275033,0.06774318,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2023-07-23,1.6961097,1.3803118,-0.9928868,0.7525374020886708,0.9937208,0.79176736,-0.53926015,0.9092311401339426,1.0219231,0.8198198,-0.63532984,0.911145507813948,28.390354,31.050018310546875,15.215447,1.0086583,-0.028202236,False,True,True,Hot,Moderate humidity,Sunny,False,False,False
2023-07-24,1.6369874,1.2942165,-0.6666028,0.6238770659286385,1.0685544,0.86642087,-0.23690133,0.7990295994114612,1.0789515,0.87780535,-0.33468977,0.7932178391816265,28.49127,30.550018310546875,16.68335,0.96698475,-0.010397077,False,True,True,Hot,Moderate humidity,Sunny,False,False,False
2023-07-25,1.6676873,1.3461,-0.94499135,0.8249467854842848,1.0459721,0.84935355,-0.40340817,0.9079402309291321,1.0494088,0.8636012,-0.49136627,0.9110940453407037,27.968254,31.95001220703125,17.959139,0.90610325,-0.0034366846,False,True,True,Moderate,Humid,Partly cloudy,False,False,False
2023-07-26,1.5935249,1.2306949,-0.2514924,0.7447777268798549,0.9465651,0.7248252,-0.07743668,0.9089052346861098,0.83815145,0.6477737,-0.08620882,0.9129478673628738,29.531754,32.25,17.730156,1.0591359,0.10841364,True,True,True,Hot,Humid,Sunny,False,True,False
2023-07-27,1.6654872,1.3015494,-0.32222807,0.9399139645315461,1.0852185,0.83981603,-0.032254927,0.9672510620265431,1.0634415,0.8385699,-0.030565334,0.9650734856837722,29.050936,35.050018310546875,20.532831,0.6952506,0.021777034,True,True,True,Hot,Humid,Cloudy,True,True,False
2023-07-28,1.7557241,1.3803948,-0.64342713,0.843269811627938,1.2390305,1.0135251,-0.6938406,0.9323934289490776,1.1226138,0.90367544,-0.64405024,0.9380944137494385,31.2913,35.350006103515625,20.322296,0.9809602,0.11641669,True,True,True,Hot,Humid,Sunny,False,True,False
2023-07-29,1.8316581,1.4487257,-0.50917476,0.9302279277129257,1.3742934,1.063065,-0.11652896,0.9505786241322366,1.3542321,1.0560092,-0.23015636,0.9519470636552685,28.287191,35.149993896484375,19.042944,0.7308685,0.020061374,True,True,True,Hot,Humid,Cloudy,True,True,False
2023-07-30,1.1864672,0.93334484,-0.41792044,0.9353471383135361,0.907783,0.69163525,0.09788157,0.9636181080212998,0.8990001,0.672267,0.09896894,0.9552123133995121,24.971153,29.75,12.989841,0.96540874,0.008782864,True,True,True,Cool,Dry,Sunny,False,False,False
2023-07-31,1.4631033,1.1849179,-0.53689563,0.9201346490472386,0.95267826,0.76472056,0.013721793,0.9637884200202259,0.773436,0.62087256,-0.036130536,0.9720896591190501,24.714907,29.45001220703125,13.353313,0.92868125,0.17924225,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-08-01,1.3441274,1.0701846,-0.21546675,0.9097535625620636,1.169423,0.9444993,0.32797933,0.9461608462035493,0.9494839,0.757682,0.3113122,0.9589271769257721,23.205338,27.350006103515625,11.198142,0.9556121,0.21993911,True,True,True,Cool,Dry,Sunny,False,False,False
2023-08-02,1.3451512,1.0600374,-0.24568862,0.8550507338660794,1.0796268,0.8898988,0.3525399,0.9308352828520221,0.8462897,0.6784743,0.27249804,0.9436811405622404,24.582552,27.95001220703125,10.995323,0.9502109,0.2333371,True,True,True,Cool,Dry,Sunny,False,False,False
2023-08-03,1.2504095,0.95379645,-0.018533072,0.8421367718664416,1.1024811,0.87215686,0.5545343,0.9059615416079436,1.0064856,0.7923476,0.4854144,0.9185730938162353,25.062292,28.25,14.3228445,0.8504871,0.095995545,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-08-04,1.529469,1.246006,-0.3351013,0.899401651734786,1.3130751,1.1084508,0.33940914,0.9264770306851479,1.3933656,1.1599265,0.23172484,0.912053488316098,24.064428,29.25,17.108519,0.6110474,-0.080290556,False,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-08-05,1.3731956,1.0695202,-0.30387068,0.8978469954033278,0.8638454,0.71625084,0.24362981,0.9584834909242427,0.7910477,0.63575643,0.12772427,0.9579960792886596,26.048151,30.45001220703125,16.172092,0.89111364,0.072797716,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2023-08-06,1.6996905,1.2731639,-0.022476327,0.8432646743047209,1.0962838,0.8639733,0.35504502,0.9368084729483658,0.9066168,0.7143619,0.27489823,0.9461191072897056,27.43113,31.149993896484375,15.503293,0.9595449,0.18966699,True,True,True,Moderate,Moderate humidity,Sunny,False,False,False
2023-08-07,1.3120776,1.0100609,-0.23864157,0.9434619642070358,1.0287201,0.82843995,0.27401847,0.964798244730092,0.95490766,0.74739367,0.22502072,0.9665050825662924,25.886879,31.75,18.524153,0.581924,0.073812485,True,True,True,Moderate,Humid,Cloudy,False,False,False
2023-08-08,1.2945565,0.99078256,0.3224433,0.939338196592456,1.3559614,1.0646611,0.922872,0.9615272423042824,1.4336879,1.128224,0.8818965,0.9497124066914241,23.991861,29.149993896484375,17.295225,0.6068977,-0.07772648,False,False,False,Cool,Moderate humidity,Cloudy,False,False,True
2023-08-09,1.1566443,0.87567705,-0.18667418,0.9297154741589851,0.8077672,0.6409725,0.3038691,0.9721440355017731,0.7510319,0.59088784,0.25304583,0.9700186189996886,26.318153,30.350006103515625,15.722374,0.88337713,0.056735337,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2023-08-10,1.6466461,1.2862576,-0.19715856,0.6877371818749742,1.3431374,1.11358,0.43825167,0.8166354370663382,1.3154925,1.0701038,0.32118958,0.8126309540295515,25.109118,28.149993896484375,17.271017,0.5891001,0.027644873,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-08-11,1.2739837,0.97595406,-0.25867596,0.9290140321703105,0.9100729,0.72557044,0.25211418,0.9654700271885382,0.7874632,0.6140693,0.20133568,0.9713590411639204,25.436056,30.350006103515625,15.541843,0.92104083,0.122609735,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2023-08-12,1.521191,1.1861115,-0.5321401,0.9106094708742685,0.86929804,0.7020627,-0.051075786,0.9639588656689199,0.7800894,0.6191287,-0.1291282,0.9680784433616557,27.41796,32.850006103515625,16.693035,0.8416819,0.08920866,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2023-08-13,1.5007994,1.1499279,-0.51104385,0.9264020011126676,0.93222874,0.73949367,-0.02531364,0.9652522557537598,0.8879799,0.6956564,-0.09191216,0.9671388259413851,27.214153,33.95001220703125,17.921167,0.7842863,0.04424882,True,True,True,Moderate,Humid,Cloudy,False,False,False
2023-08-14,1.3404053,1.0071046,-0.3076886,0.9224526654994405,0.9039737,0.71292865,0.22882494,0.9646029527351926,0.8292533,0.6450177,0.18131004,0.9697972151371547,26.668682,32.550018310546875,17.29363,0.69083357,0.07472038,True,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2023-08-15,1.6128482,1.3051125,-0.18915814,0.9298011097946652,1.3987875,1.1548737,0.34716207,0.9534497976025827,1.5710268,1.2796565,0.35969645,0.9437865791928711,25.20711,33.25,18.277382,0.6077784,-0.1722393,False,True,True,Cool,Humid,Cloudy,False,False,True
2023-08-16,1.3886876,1.1273081,-0.5398179,0.9095044375575368,0.9646839,0.76242954,0.098924,0.9489079307079161,0.90115273,0.6833421,0.031017883,0.9511479295509033,25.26215,30.550018310546875,17.461197,0.6558641,0.06353116,True,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2023-08-17,1.2070048,0.9223612,-0.18679753,0.9474137290028976,0.8941844,0.72252244,0.37704945,0.9741448590815694,0.8251512,0.64494395,0.3449622,0.9761480052629267,25.830622,31.75,17.849417,0.6890334,0.069033206,True,True,True,Moderate,Humid,Cloudy,False,False,False
2023-08-18,1.2064116,0.92402446,-0.12572026,0.9427215683825843,0.97017473,0.79796183,0.38052833,0.9678681802330481,1.0485709,0.8639696,0.41768292,0.9618922106802305,23.712643,30.350006103515625,15.586275,0.71217984,-0.07839614,False,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-08-19,1.3201768,1.0618464,-0.43723375,0.9443504250182012,1.1282215,0.9321116,0.11020822,0.9592873578539516,0.9470036,0.7690843,0.09882426,0.9651779942801151,23.221252,28.45001220703125,11.955264,0.8286649,0.18121791,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-08-20,1.4845053,1.2015557,-0.41358525,0.8869673688951654,0.9266168,0.73861116,0.09839551,0.9489841101807844,0.86358017,0.68225104,0.0035225532,0.9466836018181106,27.32767,31.95001220703125,14.522449,0.9731059,0.06303662,True,True,True,Moderate,Moderate humidity,Sunny,False,False,False
2023-08-21,1.6124419,1.2852628,-0.30333257,0.9299254572900819,1.047805,0.84254843,0.10135799,0.9639215385689414,1.0283273,0.81246406,0.002402071,0.9631305997460853,27.251728,32.550018310546875,17.199007,0.7565702,0.019477606,True,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2023-08-22,1.262292,1.0029819,-0.19297658,0.9085544201399395,1.067947,0.875784,0.39058265,0.9469382224237106,0.91294384,0.74136704,0.3277619,0.9522577269968449,24.518501,29.149993896484375,12.283962,0.9872395,0.15500319,True,True,True,Cool,Dry,Sunny,False,False,False
2023-08-23,1.2877495,1.0070552,-0.3207355,0.8788778168117192,1.0655744,0.792515,0.2872698,0.9176530884207644,0.9443835,0.709133,0.27263758,0.934904030890735,24.20367,28.45001220703125,11.646117,0.82833767,0.121190906,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2023-08-24,1.7477658,1.329976,-0.21063107,0.8907941600418582,1.3226211,1.0092555,0.3517808,0.9380351798835816,1.2539617,1.0080069,0.33130953,0.9345270232222722,23.96762,30.050018310546875,14.920859,0.56102,0.068659425,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
