,Interpolation RMSE,Interpolation MAE,Interpolation Bias,Interpolation Spatial corr,U-Net T+Elev RMSE,U-Net T+Elev MAE,U-Net T+Elev Bias,U-Net T+Elev Spatial corr,Transformer T+Elev RMSE,Transformer T+Elev MAE,Transformer T+Elev Bias,Transformer T+Elev Spatial corr,Truth Tmax mean (deg C),Truth Tmax p95 (deg C),Dew point mean (deg C),Solar radiation mean (MJ m-2 day-1),U-Net minus Transformer RMSE,Transformer beats U-Net,U-Net beats interpolation,Transformer beats interpolation,Temperature regime,Humidity regime,Cloud regime,Hot and cloudy,Hot and humid,Cool and cloudy
2023-08-25,1.2177997,0.93392706,-0.052481856,0.9755367277235661,1.1039591,0.8857479,0.58063656,0.9850811271433267,1.1430335,0.91876465,0.5441705,0.9845531708287,24.680376,34.550018310546875,18.496965,0.39513534,-0.03907442,False,True,True,Cool,Humid,Cloudy,False,False,True
2023-08-26,1.4871725,1.1565025,-0.062395133,0.9210051812718051,0.9274988,0.75616014,0.40193895,0.9729561464164744,0.8409422,0.6693286,0.34003738,0.9764487079313602,26.53597,33.149993896484375,18.259306,0.69454914,0.08655661,True,True,True,Moderate,Humid,Cloudy,False,False,False
2023-08-27,1.3393563,1.0653046,-0.437887,0.9233445307976216,0.9440479,0.76067674,0.17529453,0.9589839140905463,0.88699275,0.7122395,0.14006086,0.9622352290112189,24.821688,30.350006103515625,15.868653,0.70086193,0.057055175,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-08-28,1.4673184,1.1821337,-0.37503767,0.7069645232352569,1.2604077,1.0444317,0.32115644,0.7798323631593119,1.0657395,0.87266535,0.17345281,0.8213398599951066,24.113756,26.649993896484375,16.138477,0.60499674,0.19466817,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-08-29,1.3594017,1.091377,-0.25219503,0.74598881544506,1.0003618,0.8057353,0.46756634,0.8926732851746272,0.89796174,0.7267745,0.34273785,0.8949604137380734,24.895876,27.95001220703125,18.074581,0.5248013,0.102400064,True,True,True,Cool,Humid,Cloudy,False,False,True
2023-08-30,1.3083868,1.0567074,-0.23689684,0.9447246994596369,0.9933582,0.7884269,0.28605494,0.9713070949334323,0.9395401,0.7290926,0.32354861,0.9701433985484648,24.093027,29.649993896484375,16.924597,0.5861391,0.053818107,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2023-08-31,1.0333544,0.80838764,0.014423196,0.9498690013750168,1.1375074,0.86807364,0.5997936,0.9649888056330378,0.97632706,0.73752296,0.5814362,0.969285419721169,22.01427,26.75,9.942791,0.9467022,0.16118038,True,False,True,Cool,Dry,Partly cloudy,False,False,False
2024-06-01,1.6072981,1.2598357,-0.9931272,0.8263024677587192,0.8025479,0.63723654,-0.30329427,0.9350351448391208,0.7962212,0.63968873,-0.43949968,0.9407118108799316,25.903303,28.550018310546875,7.0822515,1.2580487,0.0063266754,True,True,True,Moderate,Dry,Sunny,False,False,False
2024-06-02,1.8279332,1.3780674,-0.931046,0.8353952014280484,0.98954064,0.7992248,-0.37997276,0.9399350546215803,1.0144448,0.81163114,-0.44046947,0.9408456718808781,26.026667,29.25,10.772913,0.93848467,-0.024904191,False,True,True,Moderate,Dry,Partly cloudy,False,False,False
2024-06-03,1.8089671,1.4234452,-1.0506687,0.7816055260147629,1.004998,0.80277914,-0.45167458,0.8983575091495475,1.0811652,0.88698137,-0.5823089,0.8943008231740653,27.439539,30.25,13.83729,1.0096719,-0.076167226,False,True,True,Moderate,Dry,Sunny,False,False,False
2024-06-04,1.7476889,1.3792088,-1.0772837,0.856839160007911,1.0615333,0.8605115,-0.54276186,0.9152032707461497,1.1013387,0.89962196,-0.66269696,0.9210846779131803,28.047289,31.25,14.687915,1.0344517,-0.039805412,False,True,True,Moderate,Moderate humidity,Sunny,False,False,False
2024-06-05,1.6840668,1.2279004,-0.5360954,0.703334962086905,1.1943498,0.9226536,0.0325932,0.8177751510047868,1.19393,0.9047845,-0.119473554,0.8213823114732289,27.191246,30.350006103515625,16.892797,0.84655535,0.0004197359,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-06-06,1.574366,1.2191541,-0.54585856,0.8430626160554311,1.1236281,0.89473987,0.1166455,0.9029810259921148,1.102981,0.87344265,0.029173376,0.9043127487313402,26.123047,30.350006103515625,17.915512,0.6878459,0.020647168,True,True,True,Moderate,Humid,Cloudy,False,False,False
2024-06-07,1.9310524,1.5084382,-1.2428801,0.9366242074738349,1.2712837,0.9718015,-0.6469296,0.964174005013336,1.3578438,1.06413,-0.6605071,0.9575809245802297,23.908243,30.550018310546875,13.515298,0.8538789,-0.08656001,False,True,True,Cool,Dry,Partly cloudy,False,False,False
2024-06-08,1.5281806,1.1784761,-0.82290924,0.9438209436726219,1.0078009,0.74847823,-0.24347031,0.967955835620101,0.94029653,0.71359354,-0.21737851,0.9709531353879354,22.889696,29.649993896484375,11.391316,0.91390336,0.067504406,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2024-06-09,1.5114152,1.2593997,-1.0322016,0.9659919457038618,0.9359814,0.7555966,-0.48226774,0.9823656101860464,0.9235921,0.7152707,-0.39590406,0.9822940014750412,21.681717,30.45001220703125,11.80932,0.7883791,0.012389302,True,True,True,Cool,Dry,Cloudy,False,False,True
2024-06-10,1.4471314,1.1632298,-0.8305661,0.9645677312945055,1.0943528,0.9046533,-0.32263532,0.9743551297258887,1.0346907,0.860116,-0.25828335,0.9776256777846747,20.496782,27.95001220703125,10.505225,0.7327664,0.059662104,True,True,True,Cool,Dry,Cloudy,False,False,True
2024-06-11,1.4453737,1.1438165,-0.86255205,0.9361135181560292,1.1510762,0.95522165,-0.4092439,0.9469124916369668,1.0660855,0.8784953,-0.28947687,0.9515215640180004,20.282366,25.050018310546875,11.113079,0.6621576,0.08499074,True,True,True,Cool,Dry,Cloudy,False,False,True
2024-06-12,1.5291718,1.1977382,-0.7807779,0.8901697858922676,1.0877014,0.8475833,-0.18558282,0.9282651165393867,1.0354632,0.8127,-0.22495137,0.9344322321133639,23.60406,27.649993896484375,11.94456,0.8878025,0.052238226,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2024-06-13,1.547034,1.1744604,-0.6686813,0.8471336027683138,0.766731,0.5963581,-0.21517746,0.9476740428763709,0.7460645,0.5822601,-0.28108653,0.9528448140436261,28.16035,31.75,13.748644,1.1020147,0.02066654,True,True,True,Hot,Dry,Sunny,False,False,False
2024-06-14,1.7829089,1.3984973,-0.8842371,0.867395390058118,1.0898703,0.8661556,-0.22272037,0.9329223046138135,1.0211805,0.80787957,-0.2918846,0.9437347229636934,26.664225,32.550018310546875,15.862541,0.913753,0.06868982,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-06-15,1.3880779,1.1066153,-0.6829413,0.9496956124153829,0.9127283,0.7227418,-0.12187153,0.9723048254405303,0.7978615,0.634009,-0.1429226,0.9778069137026072,23.655584,29.45001220703125,10.587983,1.1907865,0.11486679,True,True,True,Cool,Dry,Sunny,False,False,False
2024-06-16,1.5279218,1.2124918,-0.8212509,0.9053267828238111,0.88892955,0.71735716,-0.20261918,0.9553442559501869,0.8706777,0.68621796,-0.28253195,0.9557449458478724,25.418516,30.050018310546875,9.556783,1.1800212,0.018251836,True,True,True,Moderate,Dry,Sunny,False,False,False
2024-06-17,1.6204773,1.3004124,-0.68515027,0.9307799565130136,1.232807,0.9915722,-0.42720172,0.9497247921922038,1.2253985,0.9438421,-0.40084794,0.9508483345927307,28.725542,33.050018310546875,15.795152,0.9469443,0.0074084997,True,True,True,Hot,Moderate humidity,Partly cloudy,False,False,False
2024-06-18,1.7554302,1.2358197,-0.63393664,0.7177426863575327,1.3405597,1.1190026,-0.8198669,0.77150954487267,1.2464069,1.0211304,-0.74207634,0.7997225569141299,31.725668,33.95001220703125,19.266462,1.0813239,0.09415281,True,True,True,Hot,Humid,Sunny,False,True,False
2024-06-19,1.8046604,1.2551734,-0.5964711,0.7173488880410871,1.3067157,1.0925533,-0.8553119,0.8279522762681742,1.2398485,1.0017685,-0.79430324,0.8414077807586949,31.97039,34.75,19.811264,1.0809869,0.06686723,True,True,True,Hot,Humid,Sunny,False,True,False
2024-06-20,1.8049674,1.3034993,-0.774488,0.7111188020980086,1.42743,1.1837025,-0.9602972,0.8100010670388479,1.4058504,1.1613954,-0.93879855,0.8148513141863519,31.986103,34.95001220703125,19.542824,1.0847707,0.021579623,True,True,True,Hot,Humid,Sunny,False,True,False
2024-06-21,1.5926117,1.2066729,-0.8010759,0.9507724715442329,1.2682539,1.0225635,-0.58326304,0.9654160289512845,1.2801559,1.0325656,-0.5848878,0.9666935369067378,29.77464,35.149993896484375,18.339136,0.9782124,-0.011901975,False,True,True,Hot,Humid,Sunny,False,True,False
2024-06-22,1.6682181,1.2785203,-0.7117844,0.9712228022825655,1.5908452,1.3082681,-0.43250924,0.975959153330691,1.5826328,1.3196653,-0.41171312,0.9783742530211422,28.616005,36.75,18.609983,0.8252329,0.008212447,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-06-23,1.4361469,1.1011413,-0.2816881,0.9624915603342531,1.1392483,0.8700359,0.025912898,0.9759362717585008,1.105783,0.8481455,0.058034737,0.9806006569652647,28.263067,35.75,19.27565,0.64038855,0.033465266,True,True,True,Hot,Humid,Cloudy,True,True,False
2024-06-24,1.3392822,1.0171101,-0.3612264,0.950773471386851,1.1207995,0.8816174,0.19978873,0.9672961189725078,1.1392791,0.90610945,0.19299789,0.9693552451954256,25.039656,32.45001220703125,15.230454,0.8371931,-0.018479586,False,True,True,Cool,Moderate humidity,Partly cloudy,False,False,False
2024-06-25,1.4973301,1.0777694,-0.5734456,0.8218932055035504,0.78641164,0.6139663,-0.26290372,0.9487579543300386,0.7904949,0.6140752,-0.2764334,0.9485211087406644,29.092386,32.95001220703125,13.337076,1.1902795,-0.004083276,False,True,True,Hot,Dry,Sunny,False,False,False
2024-06-26,1.7462772,1.3601038,-0.80517477,0.908061901395696,1.1454587,0.92850566,-0.50917333,0.9548281052405424,1.0805951,0.8642584,-0.47382456,0.9596616119494784,29.942673,36.350006103515625,16.88899,0.9298479,0.06486356,True,True,True,Hot,Moderate humidity,Partly cloudy,False,False,False
2024-06-27,1.4646158,1.178139,-0.9416177,0.962741011987674,1.0172786,0.806869,-0.44640386,0.9746055568394346,1.0472214,0.8437617,-0.4236525,0.9720107441221367,25.208279,31.25,14.697739,0.96880525,-0.02994287,False,True,True,Cool,Moderate humidity,Sunny,False,False,False
2024-06-28,1.3110455,1.0362179,-0.72637707,0.9261508893322675,0.95314,0.73454916,-0.10176389,0.9482300158521177,0.9262551,0.7068925,-0.17783189,0.9449281078480741,24.747488,29.25,9.777434,1.193435,0.026884913,True,True,True,Cool,Dry,Sunny,False,False,False
2024-06-29,1.9128137,1.5090497,-1.200332,0.9459302118450356,1.3932544,1.0574297,-0.5846172,0.9584204302557536,1.362761,1.070996,-0.6336734,0.9597990235977809,25.87893,33.25,16.686892,0.49842498,0.030493379,True,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2024-06-30,1.6745998,1.324838,-0.9042934,0.9083145693169596,1.1837142,0.97428477,-0.4589535,0.9473285126154958,1.202179,0.98422223,-0.5358562,0.9500955391868253,28.845127,34.95001220703125,19.634144,0.78569335,-0.018464804,False,True,True,Hot,Humid,Cloudy,True,True,False
2024-07-01,1.2509428,0.91864735,-0.47105756,0.8265864867278603,0.8415671,0.6565734,0.11677937,0.9140389325320034,0.767812,0.59151274,0.047641575,0.9259814896712799,24.35527,27.25,11.816308,1.094808,0.073755085,True,True,True,Cool,Dry,Sunny,False,False,False
2024-07-02,1.4301918,1.0820452,-0.715135,0.6997266924484087,0.7219994,0.5612033,-0.16339831,0.8996822839295754,0.74835145,0.58078104,-0.27740908,0.9008838702062558,27.359882,29.649993896484375,11.766634,1.2127467,-0.026352048,False,True,True,Moderate,Dry,Sunny,False,False,False
2024-07-03,1.3199024,0.94412905,-0.48106658,0.781917421378152,0.7339762,0.5704648,-0.11395081,0.9132899695532973,0.79236215,0.60653925,-0.15952678,0.897656760036441,28.557312,31.550018310546875,14.477035,1.0879909,-0.05838597,False,True,True,Hot,Dry,Sunny,False,False,False
2024-07-04,1.5938853,1.2311113,-0.86069876,0.8755657655876582,1.2183268,0.98069125,-0.5436716,0.9168625363086339,1.2316082,0.9915961,-0.5623818,0.9196607383915697,29.492048,34.25,18.59908,0.79420245,-0.013281345,False,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-07-05,1.629221,1.2746283,-0.8048782,0.9071629596670377,1.1760774,0.97231525,-0.57636666,0.9466761127559873,1.1592052,0.95286894,-0.58877265,0.9500057657371951,30.308949,36.45001220703125,20.851871,0.79990965,0.016872168,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-07-06,1.6059068,1.2505199,-0.83545834,0.9372858876187861,1.3389449,1.1032174,-0.63606906,0.9514444626114846,1.2996726,1.0627748,-0.5796782,0.9534021743734596,29.995356,36.050018310546875,20.683687,0.8081299,0.03927231,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-07-07,1.7233437,1.3263664,-0.9241933,0.855415070549131,1.1568322,0.95687675,-0.71887684,0.9375924892516972,1.1218274,0.93135315,-0.7133318,0.943423934530021,30.322233,34.649993896484375,18.355034,1.0106369,0.035004854,True,True,True,Hot,Humid,Sunny,False,True,False
2024-07-08,1.8060545,1.3561903,-0.898106,0.7935382266611642,1.2438048,1.054485,-0.8989254,0.9256887726914241,1.1852627,1.004261,-0.87238604,0.9356104874154645,31.403242,35.25,18.435299,1.0157716,0.058542132,True,True,True,Hot,Humid,Sunny,False,True,False
2024-07-09,1.698219,1.2762142,-0.7672718,0.8582341914109552,1.2731972,1.0442367,-0.8090002,0.9274651675798408,1.1920571,0.9819707,-0.80029905,0.9418498643339167,31.488564,35.95001220703125,20.194313,0.9474274,0.08114004,True,True,True,Hot,Humid,Sunny,False,True,False
2024-07-10,1.6833369,1.2806251,-0.65724653,0.8717597321710076,1.5885994,1.3325208,-0.6204502,0.8744462485812422,1.551952,1.2705061,-0.6464417,0.8830666568824037,30.939825,34.75,21.48834,0.890216,0.03664744,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-07-11,1.4126837,1.1177746,-0.7119242,0.9459369295114735,1.100373,0.8874197,-0.20693772,0.953120224731809,1.1317595,0.88698614,-0.2680555,0.9516295768029138,27.103437,32.649993896484375,19.192856,0.65715414,-0.031386495,False,True,True,Moderate,Humid,Cloudy,False,False,False
2024-07-12,1.5552089,1.176953,-0.72934,0.7269755987948269,1.1828434,0.95816594,-0.25804132,0.7906512300194249,1.2878165,1.042471,-0.4047056,0.761203902304516,27.843481,31.149993896484375,19.479347,0.6854793,-0.10497308,False,True,True,Moderate,Humid,Cloudy,False,False,False
2024-07-13,1.5275029,1.1762319,-0.57820725,0.8254213061483672,1.1008449,0.8887086,-0.42279166,0.895303538209202,1.1162863,0.89750576,-0.41568062,0.8904451646332189,30.076622,33.850006103515625,19.744484,0.90482086,-0.015441418,False,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-07-14,1.7956064,1.4048344,-1.0169718,0.8354291014412597,1.4241989,1.1859221,-1.0127469,0.9185536578538172,1.3886832,1.1398352,-0.97990185,0.9215171227526239,31.532839,36.149993896484375,18.472223,1.1050537,0.035515666,True,True,True,Hot,Humid,Sunny,False,True,False
2024-07-15,1.5999227,1.1866239,-0.6691361,0.8683352867654055,1.2660738,1.051741,-0.8880033,0.9433863290314946,1.1140584,0.91166186,-0.7543687,0.9535048354153338,32.337227,36.75,19.634178,1.0040215,0.15201545,True,True,True,Hot,Humid,Sunny,False,True,False
2024-07-16,1.7980273,1.4129773,-0.58542,0.9034556466878902,1.1812321,0.981651,-0.72442776,0.9601956632679206,1.1510161,0.940273,-0.6169354,0.9594513119758403,32.223724,37.649993896484375,20.143578,0.9595998,0.030215979,True,True,True,Hot,Humid,Sunny,False,True,False
2024-07-17,1.5539818,1.1547798,-0.60035896,0.911853534597288,1.0882828,0.9054743,-0.36359635,0.9531497505267058,1.091674,0.908553,-0.31113032,0.9500008352003213,30.013865,35.350006103515625,20.231743,0.8619458,-0.0033911467,False,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-07-18,1.4430746,1.1402693,-0.7129689,0.8876550836227763,0.78981775,0.634029,-0.19848938,0.9590957191974817,0.83231634,0.6646898,-0.3079822,0.9581883490204104,26.84398,30.45001220703125,16.937996,0.93599117,-0.04249859,False,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-07-19,1.4981313,1.2442566,-1.0228484,0.8833572222538557,0.8766706,0.69758844,-0.45696136,0.9446813334875598,0.9033394,0.7254051,-0.56268185,0.9506866767137644,27.122484,30.649993896484375,13.761149,1.0283847,-0.026668787,False,True,True,Moderate,Dry,Sunny,False,False,False
2024-07-20,1.4584755,1.1111646,-0.6962974,0.672374369701646,0.87863696,0.6804645,-0.14376952,0.8454472277989489,0.89694124,0.676436,-0.28107888,0.8501590639516786,27.410118,29.75,15.747337,0.89985573,-0.018304288,False,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-07-21,1.4161029,1.1074609,-0.7221975,0.9259394564417056,0.8597765,0.6776044,-0.28556943,0.9694895203100757,0.8686277,0.6607133,-0.2865951,0.9701066116374535,27.824652,32.649993896484375,15.567168,1.0229229,-0.00885123,False,True,True,Moderate,Moderate humidity,Sunny,False,False,False
2024-07-22,1.5234091,1.2136922,-0.73544085,0.677058450095084,0.80490494,0.6379795,-0.15151678,0.8806588078140736,0.88715047,0.69916564,-0.29416636,0.8643667697632056,27.314863,29.75,16.898026,0.8025562,-0.08224553,False,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-07-23,1.4424721,1.1670623,-0.87532085,0.938456988152805,0.9469221,0.74515426,-0.27956307,0.9613285694466984,1.001733,0.78831565,-0.27468204,0.9556478650852753,26.307568,31.649993896484375,18.616287,0.73371893,-0.054810822,False,True,True,Moderate,Humid,Cloudy,False,False,False
2024-07-24,1.2848792,1.0357642,-0.61450756,0.9270837451812832,0.89267147,0.7116627,-0.031401366,0.9557389274625094,1.0135823,0.8163265,-0.03864957,0.9485596609799465,26.220291,30.149993896484375,19.269926,0.64292115,-0.12091088,False,True,True,Moderate,Humid,Cloudy,False,False,False
2024-07-25,1.281138,1.0069801,-0.51847905,0.908333748654607,0.7933668,0.61866754,0.11097105,0.9592859442928321,0.8695666,0.6679676,-0.05027896,0.9524944675924077,25.66961,29.45001220703125,17.321062,0.7585213,-0.07619983,False,True,True,Moderate,Moderate humidity,Cloudy,False,False,False
2024-07-26,1.3317351,1.0132978,-0.5149786,0.7668575327147176,0.75820714,0.59658563,0.07039054,0.9119857153894496,0.7530242,0.5956643,-0.04618482,0.9124949034487105,26.637644,29.25,13.477402,1.0144421,0.005182922,True,True,True,Moderate,Dry,Sunny,False,False,False
2024-07-27,1.4822868,1.1402588,-0.59111446,0.7117334976319232,0.77703714,0.61061144,-0.14995259,0.9064707504348068,0.81394655,0.63259256,-0.24135125,0.9021729170494385,28.134571,30.850006103515625,13.706316,1.1060876,-0.0369094,False,True,True,Hot,Dry,Sunny,False,False,False
2024-07-28,1.582473,1.2011331,-0.67528576,0.7367128347186561,0.9385527,0.73329216,-0.40276882,0.8985114632867367,1.0447571,0.7956245,-0.44538027,0.8720388920193911,29.423275,32.550018310546875,15.03267,1.1068957,-0.10620445,False,True,True,Hot,Moderate humidity,Sunny,False,False,False
2024-07-29,1.43309,1.1439242,-0.68081707,0.9421413866538251,1.3259699,1.0769986,-0.31921127,0.9408096431308637,1.4165322,1.142029,-0.23788954,0.9323568041479778,28.08512,33.649993896484375,17.381756,0.80663276,-0.090562224,False,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-07-30,1.3960176,1.0733972,-0.39672744,0.7977214755929279,0.81250316,0.64261705,-0.08895977,0.9130892674050539,0.8633415,0.68347925,-0.13531762,0.9021697759781823,28.83849,31.649993896484375,19.930725,0.7638317,-0.05083835,False,True,True,Hot,Humid,Cloudy,True,True,False
2024-07-31,1.2936448,0.97906625,-0.45839798,0.9198095895079358,0.8450703,0.68157464,-0.12534513,0.9556779786012483,0.8538154,0.684586,-0.10453335,0.9541801825584822,28.880028,33.75,20.807741,0.7130664,-0.008745074,False,True,True,Hot,Humid,Cloudy,True,True,False
2024-08-01,1.4964612,1.0900037,-0.62492335,0.8503524780572875,1.0908868,0.8830635,-0.6549075,0.9365655171962988,1.0581061,0.8326044,-0.6256522,0.9394988861029594,31.276958,35.350006103515625,20.543776,0.9534636,0.032780766,True,True,True,Hot,Humid,Sunny,False,True,False
2024-08-02,1.5604143,1.1282033,-0.40991148,0.889642509343957,1.232596,1.002325,-0.2927018,0.9397150689752443,1.1938478,0.95212203,-0.19278315,0.9383225235308175,30.461098,35.75,20.881872,0.80553985,0.038748264,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-08-03,1.5295341,1.14196,-0.59597725,0.8698447959797027,1.0333848,0.82396543,-0.2562429,0.9269841893837735,1.1101952,0.8779811,-0.2243303,0.914053061707629,29.002813,33.149993896484375,21.153881,0.727301,-0.07681036,False,True,True,Hot,Humid,Cloudy,True,True,False
2024-08-04,1.3852457,1.074793,-0.62660474,0.7469564206075864,1.0055574,0.80325603,-0.22150525,0.835860219737401,1.0126648,0.8214652,-0.26104388,0.8266185807710499,28.438393,31.25,20.271467,0.8093764,-0.007107377,False,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-08-05,1.3196278,0.96815926,-0.29717356,0.9355781146836079,1.0429182,0.827107,0.01270215,0.9633009405465814,1.0319929,0.8253643,0.014600133,0.9631673556314497,28.619432,33.649993896484375,18.63247,0.91666514,0.010925293,True,True,True,Hot,Humid,Partly cloudy,False,True,False
2024-08-06,1.371871,1.0232292,0.04833376,0.9659267440016295,1.6200529,1.2577162,0.52754223,0.9621538356888258,1.71703,1.3607954,0.5564362,0.9576172310377529,25.637545,33.75,18.391596,0.66455954,-0.096977115,False,False,False,Moderate,Humid,Cloudy,False,False,False
2024-08-07,1.4510348,1.1217848,-0.19846499,0.9056178238077989,1.322391,0.99397004,0.4457578,0.9289373614097608,1.2507257,0.9261036,0.42811757,0.9398937705244733,24.18458,30.850006103515625,16.362673,0.6552471,0.07166529,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2024-08-08,1.5569447,1.1240723,-0.65334994,0.8005632984325959,1.3001341,0.982725,-0.031657178,0.8382739926698405,1.2268431,0.9173931,-0.021577774,0.8425127235637131,23.814932,27.25,17.149155,0.5077181,0.073290944,True,True,True,Cool,Moderate humidity,Cloudy,False,False,True
2024-08-09,1.3564849,1.0162743,-0.2757418,0.903188503153883,1.2726973,1.0208622,0.35785162,0.9193558154762367,1.0475185,0.8471049,0.24089348,0.9335781205630845,25.429892,29.850006103515625,20.252634,0.31915948,0.22517884,True,True,True,Moderate,Humid,Cloudy,False,False,False
2024-08-10,1.2015432,0.85967666,-0.08653629,0.9202219529305128,0.84418434,0.68359506,0.4095386,0.973600388399199,0.8295006,0.66757226,0.36517945,0.9740880202900399,26.701424,31.45001220703125,17.270596,0.92933506,0.014683723,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-08-11,1.1286988,0.8414353,-0.38841304,0.9170843463875588,0.74621236,0.5842279,0.16266572,0.961341244164604,0.728647,0.56696165,0.12077857,0.9616263513041997,24.73519,28.95001220703125,13.845277,0.9122355,0.01756537,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2024-08-12,1.1725395,0.88834834,-0.42257407,0.9343286637898194,0.8031385,0.63433176,0.081896126,0.9661986083681229,0.74647987,0.5798477,0.112032935,0.9700876418442339,23.74596,28.850006103515625,13.604536,0.84880126,0.056658626,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2024-08-13,1.1148169,0.83334774,-0.22939187,0.8324131621527038,0.80627054,0.635931,0.39370608,0.9349758144369542,0.8004559,0.6191145,0.312143,0.9290908746095887,25.470432,28.649993896484375,14.175606,0.8676654,0.005814612,True,True,True,Moderate,Dry,Partly cloudy,False,False,False
2024-08-14,1.2203649,0.9429428,-0.4016105,0.8147937676850123,0.71436566,0.5636294,0.16396321,0.934801293657125,0.73944914,0.5826721,0.07820482,0.926413554870587,26.773216,29.649993896484375,15.06028,0.93500394,-0.025083482,False,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-08-15,1.3470867,1.0330887,-0.46526432,0.8903983757289382,0.952617,0.7207874,0.05075959,0.937805198916848,0.80370694,0.60783523,0.00040487794,0.9520263985525901,27.02496,30.75,15.651525,0.92891556,0.14891005,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-08-16,1.3052572,0.9630766,-0.1861277,0.8659092941537087,0.92704654,0.7101599,0.3251084,0.9400314872296693,0.9494003,0.70719695,0.29945695,0.9374493685499725,26.988655,31.149993896484375,16.619549,0.853041,-0.022353768,False,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
2024-08-17,1.4116989,1.1323178,-0.37505937,0.8794397707806663,1.2805638,0.9906835,0.26596993,0.9005777870219485,1.3168894,1.0463753,0.1811524,0.8999190671402398,25.176569,30.649993896484375,18.29007,0.57146585,-0.036325574,False,True,True,Cool,Humid,Cloudy,False,False,True
2024-08-18,1.3012047,1.0364645,-0.26745248,0.9401701393328865,1.0977222,0.8562187,0.40228766,0.9629561330076625,1.2204785,0.9660399,0.35481068,0.9575589802873925,24.557735,30.850006103515625,18.703005,0.544078,-0.12275636,False,True,True,Cool,Humid,Cloudy,False,False,True
2024-08-19,1.5398704,1.2219374,-0.27259445,0.9209795960370151,1.3677181,0.9880285,0.29474893,0.9429866138134412,1.4879708,1.0746107,0.27161625,0.9321317901713562,23.878647,29.850006103515625,17.807257,0.50797814,-0.12025273,False,True,True,Cool,Humid,Cloudy,False,False,True
2024-08-20,1.0340012,0.7869582,-0.019802855,0.9356385988373365,0.9986053,0.7876504,0.43479756,0.9524334633728048,1.0630875,0.8259586,0.6030509,0.9542894660664877,18.738836,23.75,11.097577,0.5770678,-0.06448215,False,True,False,Cool,Dry,Cloudy,False,False,True
2024-08-21,1.1779153,0.9283695,-0.47249192,0.9362466075512598,0.9635359,0.7801083,0.009075024,0.9502365398169605,0.9038819,0.71991277,0.104466744,0.956403499757554,19.964808,24.149993896484375,10.398904,0.70128626,0.059653997,True,True,True,Cool,Dry,Cloudy,False,False,True
2024-08-22,1.2265579,0.964504,-0.5105841,0.9121545913721716,0.9255782,0.7256013,0.026236372,0.9406491918935911,0.79700804,0.6173008,0.04995633,0.9561058079318097,22.067348,25.95001220703125,11.044688,0.7756003,0.12857014,True,True,True,Cool,Dry,Cloudy,False,False,True
2024-08-23,1.0921878,0.82025254,-0.31760576,0.8661761511527099,0.7448539,0.5840155,0.32690382,0.9474981276567321,0.6776837,0.53341156,0.23030394,0.9513814732489249,24.864729,28.050018310546875,11.98425,0.92148757,0.0671702,True,True,True,Cool,Dry,Partly cloudy,False,False,False
2024-08-24,1.2329651,0.90672785,-0.40909672,0.76899557848836,0.69177127,0.54548603,0.18989377,0.922468819830957,0.647782,0.50566715,0.050682522,0.923990529638925,26.56884,29.050018310546875,13.474771,0.9575567,0.04398924,True,True,True,Moderate,Dry,Sunny,False,False,False
2024-08-25,1.2988513,0.94880044,-0.35004485,0.8419506854174778,0.7659884,0.60281914,0.17500171,0.9385714174759991,0.69437695,0.5450155,0.06426024,0.9471455420220789,27.239641,30.649993896484375,15.198586,0.8975961,0.071611464,True,True,True,Moderate,Moderate humidity,Partly cloudy,False,False,False
